title,tagline,no_of_directors,directors,no_of_writers,writers,lead_stars,released_year,oscar_wins,genres,award_nominations,award_wins,rating,votes,metascore,duration,county_of_origins,production_companies,url
The Jungle Book,The legend will never be the same.,1,Jon Favreau,2,"Justin Marks(screenplay by),Rudyard Kipling(based on the books by)","Neel Sethi,Bill Murray(voice),Ben Kingsley(voice)",2016,1,"Adventure,Drama,Family,Fantasy",55,33,7.4,271129,77.0,106,"United Kingdom,United States","Fairview Entertainment,Moving Picture Company (MPC),Prime Focus",https://www.imdb.com/title/tt3040964/
Manchester by the Sea,Breathtaking... A truly incredible piece of cinema!,1,Kenneth Lonergan,1,Kenneth Lonergan,"Casey Affleck,Michelle Williams,Kyle Chandler",2016,2,Drama,267,129,7.8,268840,96.0,137,United States,"Amazon Studios,K Period Media,Pearl Street Films",https://www.imdb.com/title/tt4034228/
Nocturnal Animals,When you love someone you can't just throw it away,1,Tom Ford,2,"Tom Ford(screenplay by),Austin Wright(novel ""Tony and Susan"")","Amy Adams,Jake Gyllenhaal,Michael Shannon",2016,0,"Drama,Thriller",151,21,7.5,263784,67.0,116,United States,"Focus Features,Fade to Black Productions,Artina Films",https://www.imdb.com/title/tt4550098/
Finding Dory,She just kept swimming...,2,"Andrew Stanton,Angus MacLane",2,"Andrew Stanton(original story by),Victoria Strouse(screenplay by)","Ellen DeGeneres(voice),Albert Brooks(voice),Ed O'Neill(voice)",2016,0,"Animation,Adventure,Comedy,Family",46,17,7.3,262372,77.0,97,United States,"Pixar Animation Studios,Walt Disney Pictures",https://www.imdb.com/title/tt2277860/
Sully,The untold story behind the miracle on the Hudson,1,Clint Eastwood,3,"Todd Komarnicki,Chesley Sullenberger(based on the book ""Highest Duty"" by),Jeffrey Zaslow(based on the book ""Highest Duty"" by)","Tom Hanks,Aaron Eckhart,Laura Linney",2016,0,"Biography,Drama",36,14,7.4,260340,74.0,96,United States,"Flashlight Films,Hurwitz Creative,Malpaso Productions",https://www.imdb.com/title/tt3263904/
Don't Breathe,This house looked like an easy target. Until they found what was inside.,1,Fede Alvarez,2,"Fede Alvarez,Rodo Sayagues","Stephen Lang,Jane Levy,Dylan Minnette",2016,0,"Crime,Horror,Thriller",21,7,7.1,260317,71.0,88,"United States,Hungary","Screen Gems,Stage 6 Films,Ghost House Pictures",https://www.imdb.com/title/tt4160708/
Warcraft,Two worlds. One home.,1,Duncan Jones,2,"Charles Leavitt,Duncan Jones","Travis Fimmel,Paula Patton,Ben Foster",2016,0,"Action,Adventure,Fantasy",3,2,6.8,256799,32.0,123,"China,United States,Canada,Japan","Legendary Entertainment,Universal Pictures,Atlas Entertainment",https://www.imdb.com/title/tt0803096/
The Conjuring 2,"Enfield, London 1977. The next true story from the case files of Ed and Lorraine Warren",1,James Wan,3,"Chad Hayes(screenplay by),Carey W. Hayes(screenplay by),James Wan(screenplay by)","Vera Farmiga,Patrick Wilson,Madison Wolfe",2016,0,"Horror,Mystery,Thriller",13,4,7.3,256515,65.0,134,"Canada,United States,United Kingdom","New Line Cinema,RatPac-Dune Entertainment,The Safran Company",https://www.imdb.com/title/tt3065204/
Star Trek Beyond,,1,Justin Lin,3,"Simon Pegg,Doug Jung,Gene Roddenberry(based upon ""Star Trek"" created by)","Chris Pine,Zachary Quinto,Karl Urban",2016,0,"Action,Adventure,Sci-Fi,Thriller",29,3,7.0,240295,68.0,122,"United States,China","Paramount Pictures,Skydance Media,Alibaba Pictures",https://www.imdb.com/title/tt2660888/
Kimi No Na Wa.,"Experience Japan's #1 film of 2016, from visionary director Makoto Shinkai",1,Makoto Shinkai,2,"Makoto Shinkai(based on his novel),Clark Cheng(english script)","Ryûnosuke Kamiki(voice),Mone Kamishiraishi(voice),Ryô Narita(voice)",2016,0,"Animation,Drama,Fantasy,Romance",26,16,8.4,239900,79.0,106,Japan,"Amuse,CoMix Wave Films,East Japan Marketing & Communications Inc.",https://www.imdb.com/title/tt5311514/
Me Before You,Live boldly.,1,Thea Sharrock,1,Jojo Moyes(based on the novel by),"Emilia Clarke,Sam Claflin,Janet McTeer",2016,0,"Drama,Romance",6,6,7.4,236639,51.0,106,"United Kingdom,United States","Metro-Goldwyn-Mayer (MGM),New Line Cinema,One Film at a Time",https://www.imdb.com/title/tt2674426/
Lion,The search begins,1,Garth Davis,2,"Saroo Brierley(adapted from the book ""A Long Way Home"" by),Luke Davies(screenplay by)","Dev Patel,Nicole Kidman,Rooney Mara",2016,0,"Biography,Drama",110,59,8.0,229313,69.0,118,"Australia,United Kingdom,United States,India","The Weinstein Company,Screen Australia,See-Saw Films",https://www.imdb.com/title/tt3741834/
Ghostbusters,Who you gonna call?,1,Paul Feig,3,"Katie Dippold,Paul Feig,Ivan Reitman(based on the 1984 film ""Ghostbusters"" directed by)","Melissa McCarthy,Kristen Wiig,Kate McKinnon",2016,0,"Action,Comedy,Fantasy,Sci-Fi",24,5,6.9,223327,60.0,117,"United States,Australia","Columbia Pictures,LStar Capital,Village Roadshow Pictures",https://www.imdb.com/title/tt1289401/
Jason Bourne,You know his name,1,Paul Greengrass,3,"Paul Greengrass,Christopher Rouse,Robert Ludlum(based on characters created by)","Matt Damon,Tommy Lee Jones,Alicia Vikander",2016,0,"Action,Thriller",20,3,6.6,220971,58.0,123,United States,"Universal Pictures,Perfect World Pictures,The Kennedy/Marshall Company",https://www.imdb.com/title/tt4196776/
Hell or High Water,Blood always follows money.,1,David Mackenzie,1,Taylor Sheridan,"Chris Pine,Ben Foster,Jeff Bridges",2016,0,"Action,Crime,Drama,Thriller,Western",175,46,7.6,220964,88.0,102,United States,"CBS Films,Sidney Kimmel Entertainment,MWM Studios",https://www.imdb.com/title/tt2582782/
Hidden Figures,"Meet the women you don't know, behind the mission you do.",1,Theodore Melfi,3,"Allison Schroeder(screenplay by),Theodore Melfi(screenplay by),Margot Lee Shetterly(based on the book by)","Taraji P. Henson,Octavia Spencer,Janelle Monáe",2016,0,"Biography,Drama,History",94,37,7.9,218169,74.0,127,United States,"Fox 2000 Pictures,Chernin Entertainment,Levantine Films",https://www.imdb.com/title/tt4846340/
Captain Fantastic,He Prepared Them For Everything Except The Outside World,1,Matt Ross,1,Matt Ross,"Viggo Mortensen,George MacKay,Samantha Isler",2016,0,"Comedy,Drama",51,15,7.9,210554,72.0,118,United States,"Electric City Entertainment,ShivHans Pictures",https://www.imdb.com/title/tt3553976/
The Magnificent Seven,Justice has a number.,1,Antoine Fuqua,3,"Akira Kurosawa(based on the screenplay by),Shinobu Hashimoto(based on the screenplay by),Hideo Oguni(based on the screenplay by)","Denzel Washington,Chris Pratt,Ethan Hawke",2016,0,"Action,Adventure,Western",12,5,6.9,204497,54.0,132,"United States,Australia","Metro-Goldwyn-Mayer (MGM),Columbia Pictures,LStar Capital",https://www.imdb.com/title/tt2404435/
War Dogs,An American dream.,1,Todd Phillips,3,"Stephen Chin(screenplay),Todd Phillips(screenplay),Jason Smilovic(screenplay)","Jonah Hill,Miles Teller,Steve Lantz",2016,0,"Biography,Comedy,Crime,Drama,War",3,0,7.1,202455,57.0,114,"United States,Romania","BZ Entertainment,Green Hat Films,Icon Films",https://www.imdb.com/title/tt2005151/
Train to Busan,Life-or-death survival begins,1,Sang-ho Yeon,2,"Joo-Suk Park,Sang-ho Yeon(screenplay)","Gong Yoo,Yu-mi Jung,Ma Dong-seok",2016,0,"Action,Horror,Thriller",39,35,7.6,201962,72.0,118,South Korea,"Next Entertainment World,RedPeter Film,Movic Comics",https://www.imdb.com/title/tt5700672/
The Secret Life of Pets,Think this is what they do all day?,1,Chris Renaud,3,"Cinco Paul,Ken Daurio,Brian Lynch","Louis C.K.(voice),Eric Stonestreet(voice),Kevin Hart(voice)",2016,0,"Animation,Adventure,Comedy,Family",15,4,6.5,195583,61.0,87,"United States,Japan","Universal Pictures,Illumination Entertainment,Dentsu",https://www.imdb.com/title/tt2709768/
Assassin's Creed,Welcome to the Spanish Inquisition.,1,Justin Kurzel,3,"Michael Lesslie(screenplay by),Adam Cooper(screenplay by),Bill Collage(screenplay by)","Michael Fassbender,Marion Cotillard,Jeremy Irons",2016,0,"Action,Adventure,Sci-Fi",1,2,5.7,195094,36.0,115,"United States,France,United Kingdom,Hong Kong,Taiwan,Malta,Spain,Canada","New Regency Productions,Ubisoft,New Regency Productions",https://www.imdb.com/title/tt2094766/
Sausage Party,Yummy!,2,"Greg Tiernan,Conrad Vernon",3,"Kyle Hunter(screenplay by),Ariel Shaffir(screenplay by),Seth Rogen(screenplay by)","Seth Rogen(voice),Kristen Wiig(voice),Jonah Hill(voice)",2016,0,"Animation,Adventure,Comedy,Fantasy",26,1,6.1,188088,66.0,89,"United States,Canada","Annapurna Pictures,Columbia Pictures,Nitrogen Studios Canada",https://www.imdb.com/title/tt1700841/
The Girl on the Train,What you can see can hurt you.,1,Tate Taylor,2,"Erin Cressida Wilson(screenplay by),Paula Hawkins(based on the novel by)","Emily Blunt,Haley Bennett,Rebecca Ferguson",2016,0,"Crime,Drama,Mystery,Thriller",13,4,6.5,182524,48.0,112,"United States,India","Dreamworks Pictures,Reliance Entertainment,Marc Platt Productions",https://www.imdb.com/title/tt3631112/
Central Intelligence,Saving the world takes a little Hart and a big Johnson,1,Rawson Marshall Thurber,3,"Ike Barinholtz(screenplay),David Stassen(screenplay),Rawson Marshall Thurber(screenplay)","Dwayne Johnson,Kevin Hart,Danielle Nicolet",2016,0,"Action,Comedy,Crime",8,2,6.3,179287,52.0,107,"United States,China","New Line Cinema,Universal Pictures,RatPac-Dune Entertainment",https://www.imdb.com/title/tt1489889/
Dangal,You think our girls are any lesser than boys?,1,Nitesh Tiwari,3,"Piyush Gupta,Shreyas Jain,Nikhil Mehrotra","Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh",2016,0,"Action,Biography,Drama,Sport",12,28,8.4,177782,,161,"India,United States","Aamir Khan Productions,UTV Motion Pictures,Walt Disney Pictures",https://www.imdb.com/title/tt5074352/
Independence Day: Resurgence,We had twenty years to prepare. So did they.,1,Roland Emmerich,3,"Nicolas Wright(screenplay by),James A. Woods(screenplay by),Dean Devlin(screenplay by)","Liam Hemsworth,Jeff Goldblum,Bill Pullman",2016,0,"Action,Adventure,Sci-Fi",17,3,5.2,175269,32.0,120,United States,"Twentieth Century Fox,TSG Entertainment,Centropolis Entertainment",https://www.imdb.com/title/tt1628841/
The Promise,Empires fall. Love survives.,1,Terry George,2,"Terry George,Robin Swicord","Oscar Isaac,Charlotte Le Bon,Christian Bale",2016,0,"Action,Adventure,Drama,History,War",4,3,6.0,175179,49.0,133,"Spain,United States","Babieka,Survival Pictures,Wonderful Films",https://www.imdb.com/title/tt4776998/
The Legend of Tarzan,Human. Nature.,1,David Yates,3,"Adam Cozad(screenplay by),Craig Brewer(screenplay by),Edgar Rice Burroughs(based on the ""Tarzan"" stories created by)","Alexander Skarsgård,Rory J. Saper,Christian Stevens",2016,0,"Action,Adventure,Drama,Fantasy,Romance",4,2,6.2,172575,44.0,110,"United Kingdom,Canada,United States,Australia","Village Roadshow Pictures,RatPac-Dune Entertainment,Jerry Weintraub Productions",https://www.imdb.com/title/tt0918940/
Inferno,Every clue will take him deeper,1,Ron Howard,2,"Dan Brown(based in part on the novel by),David Koepp(screenplay by)","Tom Hanks,Felicity Jones,Irrfan Khan",2016,0,"Action,Adventure,Crime,Drama,Mystery,Thriller",1,4,6.2,170799,42.0,121,"United States,Hungary","Columbia Pictures,Double Negative (DNEG),Imagine Entertainment",https://www.imdb.com/title/tt3062096/
Contratiempo,"Every story has two sides. The truth, only one.",1,Oriol Paulo,2,"Oriol Paulo,Lara Sendim(collaborating writer)","Mario Casas,Ana Wagener,Jose Coronado",2016,0,"Crime,Drama,Mystery,Thriller",3,2,8.1,166790,,106,Spain,"Atresmedia Cine,Think Studio,Nostromo Pictures",https://www.imdb.com/title/tt4857264/
Miss Peregrine's Home for Peculiar Children,Stay peculiar,1,Tim Burton,2,"Ransom Riggs(based upon the novel written by),Jane Goldman(screenplay by)","Eva Green,Asa Butterfield,Samuel L. Jackson",2016,0,"Adventure,Drama,Family,Fantasy,Thriller",12,2,6.7,166647,57.0,127,"United States,United Kingdom,Belgium,Canada","Twentieth Century Fox,Chernin Entertainment,TSG Entertainment",https://www.imdb.com/title/tt1935859/
Deepwater Horizon,"When faced with our darkest hour, hope is not a tactic",1,Peter Berg,3,"Matthew Michael Carnahan(screenplay by),Matthew Sand(screenplay by),David Barstow(based upon an article by)","Mark Wahlberg,Kurt Russell,Douglas M. Griffin",2016,0,"Action,Drama,History,Thriller",15,4,7.1,163680,68.0,107,"United States,Hong Kong,China","Summit Entertainment,Participant,TIK Films",https://www.imdb.com/title/tt1860357/
Sing,Auditions begin 2016,2,"Garth Jennings,Christophe Lourdelet",1,Garth Jennings,"Matthew McConaughey(voice),Reese Witherspoon(voice),Seth MacFarlane(voice)",2016,0,"Animation,Comedy,Family,Musical",25,3,7.1,156149,59.0,108,"Japan,United States","Dentsu,Fuji Television Network,Illumination Entertainment",https://www.imdb.com/title/tt3470600/
London Has Fallen,The world's leaders have assembled. So have their enemies.,1,Babak Najafi,3,"Creighton Rothenberger(based on characters created by),Katrin Benedikt(based on characters created by),Christian Gudegast(screenplay by)","Gerard Butler,Aaron Eckhart,Morgan Freeman",2016,0,"Action,Thriller",2,1,5.9,154080,28.0,99,"United States,United Kingdom,Bulgaria","Millennium Films,G-BASE,Gramercy Pictures (I)",https://www.imdb.com/title/tt3300542/
Allied,Nothing is as it seems.,1,Robert Zemeckis,1,Steven Knight,"Brad Pitt,Marion Cotillard,Jared Harris",2016,0,"Action,Drama,Romance,Thriller,War",10,2,7.1,151946,60.0,124,"United Kingdom,United States","Paramount Pictures,Huahua Media,GK Films",https://www.imdb.com/title/tt3640424/
Jack Reacher: Never Go Back,Never give in. Never give up. Never go back.,1,Edward Zwick,3,"Richard Wenk(screenplay),Edward Zwick(screenplay),Marshall Herskovitz(screenplay)","Tom Cruise,Cobie Smulders,Aldis Hodge",2016,0,"Action,Crime,Mystery,Thriller",0,1,6.2,150996,47.0,118,"China,United States","Paramount Pictures,Skydance Media,Dream Cars",https://www.imdb.com/title/tt3393786/
Kung Fu Panda 3,The weight is over,2,"Alessandro Carloni,Jennifer Yuh Nelson",3,"Jonathan Aibel,Glenn Berger,Ethan Reiff(based on the characters created by)","Jack Black(voice),Bryan Cranston(voice),Dustin Hoffman(voice)",2016,0,"Animation,Action,Adventure,Comedy,Family,Fantasy",10,1,7.1,149213,66.0,95,"United States,China","China Film Group Corporation (CFGC),DreamWorks Animation,Oriental DreamWorks",https://www.imdb.com/title/tt2267968/
Snowden,One nation under surveillance for liberty and justice for all.,1,Oliver Stone,3,"Kieran Fitzgerald(screenplay by),Oliver Stone(screenplay by),Luke Harding(book ""The Snowden Files"")","Joseph Gordon-Levitt,Shailene Woodley,Melissa Leo",2016,0,"Biography,Crime,Drama,Thriller",7,4,7.3,148348,58.0,134,"United Kingdom,France,Germany,United States","Endgame Entertainment,Vendian Entertainment,KrautPack Entertainment",https://www.imdb.com/title/tt3774114/
The Founder,He took someone else's idea and America ate it up.,1,John Lee Hancock,1,Robert Siegel,"Michael Keaton,Nick Offerman,John Carroll Lynch",2016,0,"Biography,Drama",5,1,7.2,142146,66.0,115,"United States,Greece","The Weinstein Company,FilmNation Entertainment,Faliro House Productions",https://www.imdb.com/title/tt4276820/
Ah-ga-ssi,Never did they expect to get into a controversial relationship...,1,Park Chan-wook,3,"Sarah Waters(inspired by the novel ""Fingersmith"" by),Seo-kyeong Jeong(screenplay),Park Chan-wook(screenplay)","Kim Min-hee,Ha Jung-woo,Cho Jin-woong",2016,0,"Drama,Romance,Thriller",108,70,8.1,134171,84.0,145,South Korea,"CJ Entertainment,Moho Film,Yong Film",https://www.imdb.com/title/tt4016934/
13 Hours,"In 2012, the threat level in Benghazi, Libya was deemed ""critical"". When everything went wrong, six men had the courage to do what was right.",1,Michael Bay,2,"Chuck Hogan(screenplay),Mitchell Zuckoff(book ""13 Hours"")","John Krasinski,Pablo Schreiber,James Badge Dale",2016,0,"Action,Drama,History,Thriller,War",5,0,7.3,133868,48.0,144,"United States,Malta,Morocco","Paramount Pictures,3 Arts Entertainment,Bay Films",https://www.imdb.com/title/tt4172430/
The Great Wall,One of mankind's greatest wonders. 1700 years to build. 5500 miles long. What were they trying to keep out?,1,Yimou Zhang,3,"Carlo Bernard(screenplay),Doug Miro(screenplay),Tony Gilroy(screenplay)","Matt Damon,Tian Jing,Willem Dafoe",2016,0,"Action,Adventure,Fantasy,Thriller",2,3,5.9,131352,42.0,103,"United States,China,Hong Kong,Australia,Canada","Legendary East,Atlas Entertainment,China Film Group Corporation (CFGC)",https://www.imdb.com/title/tt2034800/
"Hail, Caesar!",Lights. Camera. Abduction.,2,"Ethan Coen,Joel Coen",2,"Joel Coen,Ethan Coen","Josh Brolin,George Clooney,Alden Ehrenreich",2016,0,"Comedy,Drama,Mystery",44,14,6.3,131055,72.0,106,"United States,United Kingdom,Japan","Universal Pictures,Working Title Films,Mike Zoss Productions",https://www.imdb.com/title/tt0475290/
The Shallows,What was once in the deep is now in the shallows,1,Jaume Collet-Serra,1,Anthony Jaswinski,"Blake Lively,Óscar Jaenada,Angelo Josue Lozano Corzo",2016,0,"Action,Drama,Horror,Thriller",15,1,6.3,128836,59.0,86,United States,"Columbia Pictures,Weimaraner Republic Pictures,Ombra Films",https://www.imdb.com/title/tt4052882/
Kubo and the Two Strings,The quest begins,1,Travis Knight,3,"Marc Haimes(screenplay by),Chris Butler(screenplay by),Shannon Tindle(story by)","Charlize Theron(voice),Art Parkinson(voice),Matthew McConaughey(voice)",2016,0,"Animation,Action,Adventure,Family,Fantasy",67,33,7.8,125582,84.0,101,"United States,Japan","Focus Features,Laika Entertainment",https://www.imdb.com/title/tt4302938/
Nerve,Are you a watcher or a player?,2,"Henry Joost,Ariel Schulman",2,"Jessica Sharzer(screenplay by),Jeanne Ryan(based on the novel by)","Emma Roberts,Dave Franco,Emily Meade",2016,0,"Action,Adventure,Crime,Drama,Thriller",5,0,6.5,125090,58.0,96,United States,"Lionsgate,TIK Films,Allison Shearmur Productions",https://www.imdb.com/title/tt3531824/
Lights Out,You were right to be afraid of the dark.,1,David F. Sandberg,2,"Eric Heisserer(screenplay),David F. Sandberg(based on the short film by)","Teresa Palmer,Gabriel Bateman,Maria Bello",2016,0,"Drama,Horror,Mystery,Thriller",9,3,6.3,124669,58.0,81,United States,"New Line Cinema,RatPac-Dune Entertainment,Grey Matter Productions",https://www.imdb.com/title/tt4786282/
Hunt for the Wilderpeople,Nature just got gangster,1,Taika Waititi,3,"Taika Waititi,Barry Crump(based on the book ""Wild Pork and Watercress"" written by),Tearepa Kahi(additional writing)","Sam Neill,Julian Dennison,Rima Te Wiata",2016,0,"Adventure,Comedy,Drama",25,22,7.9,124513,81.0,101,New Zealand,"Piki Films,Defender Films,Curious Film",https://www.imdb.com/title/tt4698684/
Hush,Silence can be killer.,1,Mike Flanagan,2,"Mike Flanagan,Kate Siegel","John Gallagher Jr.,Kate Siegel,Michael Trucco",2016,0,"Horror,Thriller",7,2,6.6,123017,67.0,82,United States,"Intrepid Pictures,Blumhouse Productions",https://www.imdb.com/title/tt5022702/
Bad Moms,Party Like a Mother,2,"Jon Lucas,Scott Moore",2,"Jon Lucas,Scott Moore","Mila Kunis,Kathryn Hahn,Kristen Bell",2016,0,Comedy,5,3,6.2,121611,60.0,100,United States,"STX Entertainment,Huayi Brothers Media,BillBlock Media",https://www.imdb.com/title/tt4651520/
Dirty Grandpa,This is Jason. He's a little worried about his grandpa.,1,Dan Mazer,1,John Phillips,"Robert De Niro,Zac Efron,Zoey Deutch",2016,0,Comedy,11,2,5.9,120481,21.0,102,"United States,United Kingdom","Lionsgate,BillBlock Media,QED International",https://www.imdb.com/title/tt1860213/
Neighbors 2: Sorority Rising,New neighbors.,1,Nicholas Stoller,3,"Andrew Jay Cohen(based on characters created by),Brendan O'Brien(based on characters created by),Nicholas Stoller","Seth Rogen,Rose Byrne,Zac Efron",2016,0,Comedy,5,3,5.7,120037,58.0,92,"United States,China","Universal Pictures,Perfect World Pictures,Point Grey Pictures",https://www.imdb.com/title/tt4438848/
