title,tagline,no_of_directors,directors,no_of_writers,writers,lead_stars,released_year,oscar_wins,genres,award_nominations,award_wins,rating,votes,metascore,duration,county_of_origins,production_companies,url
The Edge of Seventeen,You're only young once... is it over yet?,1,Kelly Fremon Craig,1,Kelly Fremon Craig,"Hailee Steinfeld,Haley Lu Richardson,Blake Jenner",2016,0,"Comedy,Drama",29,8,7.3,119012,77.0,104,"United States,China","Gracie Films,Huayi Brothers Media,Robert Simonds Productions",https://www.imdb.com/title/tt1878870/
Allegiant,Break the boundaries of your world,1,Robert Schwentke,3,"Noah Oppenheim(screenplay by),Adam Cooper(screenplay by),Bill Collage(screenplay by)","Shailene Woodley,Theo James,Jeff Daniels",2016,0,"Action,Adventure,Mystery,Sci-Fi,Thriller",12,3,5.7,117697,33.0,120,United States,"Mandeville Films,Red Wagon Entertainment,Summit Entertainment",https://www.imdb.com/title/tt3410834/
Gods of Egypt,All of Heaven is at war,1,Alex Proyas,2,"Matt Sazama,Burk Sharpless","Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler",2016,0,"Action,Adventure,Fantasy",14,2,5.4,113480,25.0,127,"United States,Australia,China,Hong Kong","Pyramania,Summit Entertainment,Le Vision Pictures",https://www.imdb.com/title/tt2404233/
Swiss Army Man,We all need some body to lean on.,2,"Dan Kwan,Daniel Scheinert",2,"Daniel Scheinert,Dan Kwan","Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead",2016,0,"Comedy,Drama,Fantasy,Romance",31,8,7.0,113472,64.0,97,United States,"Astrakan Films,Blackbird,Cold Iron Pictures",https://www.imdb.com/title/tt4034354/
The Autopsy of Jane Doe,Every body has a secret.,1,André Øvredal,2,"Ian Goldberg,Richard Naing","Brian Cox,Emile Hirsch,Ophelia Lovibond",2016,0,"Horror,Mystery,Thriller",10,8,6.8,110757,65.0,86,United Kingdom,"42,IM Global,Impostor Pictures",https://www.imdb.com/title/tt3289956/
Why Him?,Of all the guys his daughter could have chosen...,1,John Hamburg,3,"John Hamburg(screenplay by),Ian Helfer(screenplay by),Jonah Hill(story by)","Zoey Deutch,James Franco,Tangie Ambrose",2016,0,Comedy,0,1,6.2,109127,39.0,111,United States,"Twentieth Century Fox,Red Hour Films,21 Laps Entertainment",https://www.imdb.com/title/tt4501244/
Silence,Sometimes silence is the deadliest sound.,1,Martin Scorsese,3,"Jay Cocks(screenplay by),Martin Scorsese(screenplay by),Shûsaku Endô(based on the novel by)","Andrew Garfield,Adam Driver,Liam Neeson",2016,0,"Drama,History",58,6,7.2,108902,79.0,161,"United States,United Kingdom,Taiwan,Japan,Mexico,Italy","SharpSword Films,AI-Film,CatchPlay",https://www.imdb.com/title/tt0490215/
Dag II,"One dies, a thousand rises.",1,Alper Caglar,1,Alper Caglar,"Caglar Ertugrul,Ufuk Bayraktar,Ahu Türkpençe",2016,0,"Action,Drama,War",2,2,8.7,107482,,135,Turkey,"3leven,CaglarArts Entertainment,Insignia Productions",https://www.imdb.com/title/tt5813916/
The Huntsman: Winter's War,The story before Snow White,1,Cedric Nicolas-Troyan,3,"Evan Spiliotopoulos,Craig Mazin,Evan Daugherty(characters)","Chris Hemsworth,Jessica Chastain,Charlize Theron",2016,0,"Action,Adventure,Drama,Fantasy",16,0,6.1,106479,35.0,114,"United States,China","Universal Pictures,Perfect World Pictures,Roth Films",https://www.imdb.com/title/tt2381991/
The 5th Wave,Protect Your Own,1,J Blakeson,3,"Susannah Grant(screenplay by),Akiva Goldsman(screenplay by),Jeff Pinkner(screenplay by)","Chloë Grace Moretz,Matthew Zuk,Gabriela Lopez",2016,0,"Action,Adventure,Sci-Fi,Thriller",1,0,5.2,106361,33.0,112,"United States,United Kingdom","Columbia Pictures,LStar Capital,Material Pictures",https://www.imdb.com/title/tt2304933/
Fences,Some people build fences to keep people out - and other people build fences to keep people in.,1,Denzel Washington,1,August Wilson(screenplay by),"Denzel Washington,Viola Davis,Stephen McKinley Henderson",2016,1,Drama,121,58,7.2,105131,79.0,139,"United States,Canada","BRON Studios,Escape Artists,MACRO",https://www.imdb.com/title/tt2671706/
Alice Through the Looking Glass,"This spring, it's time for a little madness.",1,James Bobin,2,"Linda Woolverton,Lewis Carroll(based on characters created by)","Mia Wasikowska,Johnny Depp,Helena Bonham Carter",2016,0,"Adventure,Family,Fantasy,Mystery",20,4,6.2,103133,34.0,113,United States,"Walt Disney Pictures,Roth Films,Team Todd",https://www.imdb.com/title/tt2567026/
Patriots Day,The inside story of the world's greatest manhunt.,1,Peter Berg,3,"Peter Berg(screenplay),Matt Cook(screenplay by),Joshua Zetumer(screenplay)","Mark Wahlberg,Michelle Monaghan,J.K. Simmons",2016,0,"Action,Crime,Drama,History,Thriller",3,2,7.4,99343,69.0,133,"Hong Kong,United States","CBS Films,Lionsgate,TIK Films",https://www.imdb.com/title/tt4572514/
Grimsby,One secret agent. One complete idiot.,1,Louis Leterrier,3,"Sacha Baron Cohen(story by),Phil Johnston(story by),Peter Baynham(screenplay by)","Sacha Baron Cohen,Mark Strong,Rebel Wilson",2016,0,"Action,Adventure,Comedy,Crime,Thriller",3,0,6.2,99257,44.0,83,"United Kingdom,United States","Blue Sky Films,Big Talk Productions,Columbia Pictures",https://www.imdb.com/title/tt3381008/
Money Monster,Not every conspiracy is a theory.,1,Jodie Foster,3,"Jamie Linden(screenplay),Alan DiFiore(screenplay),Jim Kouf(screenplay)","George Clooney,Julia Roberts,Jack O'Connell",2016,0,"Crime,Drama,Mystery,Thriller",2,0,6.5,98566,55.0,98,United States,"TriStar Pictures,LStar Capital,Smokehouse Pictures",https://www.imdb.com/title/tt2241351/
Collateral Beauty,We are all connected,1,David Frankel,1,Allan Loeb,"Will Smith,Edward Norton,Kate Winslet",2016,0,"Drama,Romance",6,1,6.8,98088,23.0,97,United States,"New Line Cinema,Village Roadshow Pictures,Anonymous Content",https://www.imdb.com/title/tt4682786/
The Purge: Election Year,I Purged,1,James DeMonaco,1,James DeMonaco,"Frank Grillo,Elizabeth Mitchell,Mykelti Williamson",2016,0,"Action,Horror,Sci-Fi,Thriller",6,0,6.0,98036,55.0,108,United States,"Universal Pictures,Platinum Dunes,Blumhouse Productions",https://www.imdb.com/title/tt4094724/
A Cure for Wellness,All of us are human. None of us are immune.,1,Gore Verbinski,2,"Justin Haythe(screenplay by),Gore Verbinski(story by)","Dane DeHaan,Jason Isaacs,Mia Goth",2016,0,"Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller",5,4,6.4,93878,47.0,146,"United States,Germany","New Regency Productions,Blind Wink Productions,New Regency Productions",https://www.imdb.com/title/tt4731136/
The Neon Demon,The wicked die young,1,Nicolas Winding Refn,3,"Nicolas Winding Refn(story by),Mary Laws(screenplay by),Polly Stenham(screenplay by)","Elle Fanning,Christina Hendricks,Keanu Reeves",2016,0,"Horror,Thriller",39,19,6.2,91868,51.0,117,"United States,Belgium,Denmark,France","Space Rocket Nation,Vendian Entertainment,Bold Films",https://www.imdb.com/title/tt1974419/
Sing Street,Boy meets girl. Girl unimpressed. Boy starts band.,1,John Carney,2,"Simon Carmody(story),John Carney(screenplay)","Ferdia Walsh-Peelo,Aidan Gillen,Maria Doyle Kennedy",2016,0,"Comedy,Drama,Music,Romance",46,16,7.9,91045,79.0,106,"Ireland,United Kingdom","Cosmo Films,Distressed Films,FilmNation Entertainment",https://www.imdb.com/title/tt3544112/
Resident Evil: The Final Chapter,The beginning of the end.,1,Paul W.S. Anderson,1,Paul W.S. Anderson,"Milla Jovovich,Iain Glen,Ali Larter",2016,0,"Action,Adventure,Horror,Sci-Fi,Thriller",3,2,5.5,90870,49.0,107,"Germany,Canada","Constantin Film,Davis Films,Impact Pictures",https://www.imdb.com/title/tt2592614/
Teenage Mutant Ninja Turtles: Out of the Shadows,Raise some shell.,1,Dave Green,3,"Josh Appelbaum,André Nemec,Peter Laird(based on the Teenage Mutant Ninja Turtles characters created by)","Megan Fox,Will Arnett,Tyler Perry",2016,0,"Action,Adventure,Comedy,Sci-Fi",10,0,6.0,90387,40.0,112,"United States,Hong Kong,China","Golden Harvest Company,Paramount Pictures,Nickelodeon Movies",https://www.imdb.com/title/tt3949660/
The Angry Birds Movie,Meet Bomb,2,"Clay Kaytis,Fergal Reilly",3,"Jon Vitti(screenplay by),Mikael Hed(story by),Mikko Pöllä(story by)","Jason Sudeikis(voice),Josh Gad(voice),Danny McBride(voice)",2016,0,"Animation,Action,Adventure,Comedy,Family",8,2,6.3,88552,43.0,97,"Finland,United States","Columbia Pictures,Rovio Animation,Rovio Entertainment",https://www.imdb.com/title/tt1985949/
The Boy,Every child needs to feel loved.,1,William Brent Bell,1,Stacey Menear,"Lauren Cohan,Rupert Evans,James Russell",2016,0,"Horror,Mystery,Thriller",6,0,6.0,87728,42.0,97,"United States,Canada,China","Lakeshore Entertainment,STX Entertainment,Huayi Brothers Media",https://www.imdb.com/title/tt3882082/
Mike and Dave Need Wedding Dates,They needed hot dates. They got hot messes.,1,Jake Szymanski,2,"Andrew Jay Cohen,Brendan O'Brien","Zac Efron,Adam Devine,Anna Kendrick",2016,0,"Comedy,Romance",4,0,6.0,87527,51.0,98,United States,"Twentieth Century Fox,Chernin Entertainment,TSG Entertainment",https://www.imdb.com/title/tt2823054/
The Lost City of Z,"In 1925, Percy Fawcett ventured into the Amazon in search of a myth. What he discovered became legendary.",1,James Gray,2,"James Gray(written for the screen by),David Grann(based on the book by)","Charlie Hunnam,Robert Pattinson,Sienna Miller",2016,0,"Adventure,Biography,Drama,History",31,6,6.6,87005,78.0,141,United States,"Keep Your Head,MICA Entertainment,MadRiver Pictures",https://www.imdb.com/title/tt1212428/
A Monster Calls,Stories are wild creatures.,1,J.A. Bayona,2,"Patrick Ness(screenplay by),Siobhan Dowd(from an original idea by)","Lewis MacDougall,Sigourney Weaver,Felicity Jones",2016,0,"Adventure,Drama,Family,Fantasy,Thriller",56,39,7.5,86109,76.0,108,"United Kingdom,Spain,United States","Participant,River Road Entertainment,A Monster Calls",https://www.imdb.com/title/tt3416532/
