title,tagline,no_of_directors,directors,no_of_writers,writers,lead_stars,released_year,oscar_wins,genres,award_nominations,award_wins,rating,votes,metascore,duration,county_of_origins,production_companies,url
Pacific Rim,Go big or go extinct,1,Guillermo del Toro,2,"Travis Beacham(screenplay),Guillermo del Toro(screenplay)","Idris Elba,Charlie Hunnam,Rinko Kikuchi",2013,0,"Action,Adventure,Sci-Fi",48,7,6.9,487174,65,131,"United States,Mexico","Warner Bros.,Legendary Entertainment,Double Dare You (DDY)",https://www.imdb.com/title/tt1663662/
The Conjuring,Evil Loves Innocence.,1,James Wan,2,"Chad Hayes,Carey W. Hayes","Patrick Wilson,Vera Farmiga,Ron Livingston",2013,0,"Horror,Mystery,Thriller",22,15,7.5,484797,68,112,United States,"New Line Cinema,The Safran Company,Evergreen Media Group",https://www.imdb.com/title/tt1457767/
Star Trek Into Darkness,"Beyond the darkness, lies greatness.",1,J.J. Abrams,3,"Roberto Orci,Alex Kurtzman,Damon Lindelof","Chris Pine,Zachary Quinto,Zoe Saldana",2013,0,"Action,Adventure,Sci-Fi",59,7,7.7,476590,72,132,United States,"Paramount Pictures,Skydance Media,Bad Robot",https://www.imdb.com/title/tt1408101/
Dallas Buyers Club,Dare to Live,1,Jean-Marc Vallée,2,"Craig Borten,Melisa Wallack","Matthew McConaughey,Jennifer Garner,Jared Leto",2013,3,"Biography,Drama",87,84,8.0,471391,79,117,United States,"Truth Entertainment (II),Voltage Pictures,r2 films",https://www.imdb.com/title/tt0790636/
American Hustle,Everyone Hustles To Survive,1,David O. Russell,2,"Eric Warren Singer,David O. Russell","Christian Bale,Amy Adams,Bradley Cooper",2013,0,"Crime,Drama",227,69,7.2,468616,90,138,"United States,China","Columbia Pictures,Annapurna Pictures,Atlas Entertainment",https://www.imdb.com/title/tt1800241/
Rush,Everyone's driven by something.,1,Ron Howard,1,Peter Morgan,"Daniel Brühl,Chris Hemsworth,Olivia Wilde",2013,0,"Action,Biography,Drama,Sport",65,6,8.1,462275,74,123,"United Kingdom,United States","Exclusive Media Group,Cross Creek Pictures,Imagine Entertainment",https://www.imdb.com/title/tt1979320/
The Wolverine,"When he's most vulnerable, he's most dangerous.",1,James Mangold,2,"Mark Bomback(screenplay),Scott Frank(screenplay)","Hugh Jackman,Will Yun Lee,Tao Okamoto",2013,0,"Action,Sci-Fi",11,2,6.7,451466,61,126,"United States,United Kingdom","Twentieth Century Fox,Marvel Entertainment,Donners' Company",https://www.imdb.com/title/tt1430132/
Captain Phillips,Out here survival is everything,1,Paul Greengrass,3,"Billy Ray(screenplay),Richard Phillips(based upon the book ""A Captain's Duty: Somali Pirates, Navy SEALS, and Dangerous Days at Sea"" by),Stephan Talty(based upon the book ""A Captain's Duty: Somali Pirates, Navy SEALS, and Dangerous Days at Sea"" by)","Tom Hanks,Barkhad Abdi,Barkhad Abdirahman",2013,0,"Action,Biography,Crime,Drama,Thriller",154,16,7.8,445564,82,134,United States,"Scott Rudin Productions,Michael De Luca Productions,Trigger Street Productions",https://www.imdb.com/title/tt1535109/
Elysium,Rebel Against,1,Neill Blomkamp,1,Neill Blomkamp,"Matt Damon,Jodie Foster,Sharlto Copley",2013,0,"Action,Drama,Sci-Fi",10,1,6.6,437449,61,109,United States,"TriStar Pictures,Media Rights Capital (MRC),QED International",https://www.imdb.com/title/tt1535108/
We're the Millers,-If anyone asks.,1,Rawson Marshall Thurber,3,"Bob Fisher(screenplay),Steve Faber(screenplay),Sean Anders(screenplay)","Jason Sudeikis,Jennifer Aniston,Emma Roberts",2013,0,"Comedy,Crime",17,4,7.0,432721,44,110,"United States,United Kingdom","New Line Cinema,Newman/Tooley Films,Slap Happy Productions (II)",https://www.imdb.com/title/tt1723121/
This Is the End,Ending Summer 2013,2,"Evan Goldberg,Seth Rogen",3,"Seth Rogen(screenplay),Evan Goldberg(screenplay),Jason Stone(based on the short film ""Jay and Seth vs. The Apocalypse"" by)","James Franco,Jonah Hill,Seth Rogen",2013,0,Comedy,22,10,6.6,401539,67,107,United States,"Columbia Pictures,Point Grey Pictures,Mandate Pictures",https://www.imdb.com/title/tt1245492/
Despicable Me 2,More minions. More despicable.,2,"Pierre Coffin,Chris Renaud",2,"Cinco Paul,Ken Daurio","Steve Carell(voice),Kristen Wiig(voice),Benjamin Bratt(voice)",2013,0,"Animation,Adventure,Comedy,Crime,Family,Sci-Fi",66,12,7.3,387139,62,98,"United States,France,Japan","Universal Pictures,Illumination Entertainment",https://www.imdb.com/title/tt1690953/
Furious 6,All roads lead to this,1,Justin Lin,2,"Chris Morgan,Gary Scott Thompson(characters)","Vin Diesel,Paul Walker,Dwayne Johnson",2013,0,"Action,Crime,Thriller",22,10,7.0,386088,61,130,"United States,Japan,Spain,United Kingdom","Universal Pictures,Relativity Media,Original Film",https://www.imdb.com/title/tt1905041/
Snowpiercer,AD 2031: the passengers in the train are the only survivors on Earth.,1,Bong Joon Ho,3,"Jacques Lob(based on ""Le Transperceneige"" by),Benjamin Legrand(based on ""Le Transperceneige"" by),Jean-Marc Rochette(based on ""Le Transperceneige"" by)","Chris Evans,Jamie Bell,Tilda Swinton",2013,0,"Action,Drama,Sci-Fi",105,34,7.1,348537,84,126,"South Korea,Czech Republic","SnowPiercer,Moho Film,Opus Pictures",https://www.imdb.com/title/tt1706620/
Monsters University,School Never Looked This Scary,1,Dan Scanlon,3,"Dan Scanlon(story by),Daniel Gerson(story by),Robert L. Baird(story by)","Billy Crystal(voice),John Goodman(voice),Steve Buscemi(voice)",2013,0,"Animation,Adventure,Comedy,Family,Fantasy",58,9,7.2,345030,65,104,United States,"Walt Disney Pictures,Pixar Animation Studios",https://www.imdb.com/title/tt1453405/
About Time,A new funny film about love. With a bit of time travel.,1,Richard Curtis,1,Richard Curtis,"Domhnall Gleeson,Rachel McAdams,Bill Nighy",2013,0,"Comedy,Drama,Fantasy,Romance,Sci-Fi",9,3,7.8,331168,55,123,"United Kingdom,United States","Translux,Working Title Films",https://www.imdb.com/title/tt2194499/
The Secret Life of Walter Mitty,Stop dreaming. Start living.,1,Ben Stiller,2,"Steve Conrad(screenplay by),James Thurber(based on the short story by)","Ben Stiller,Kristen Wiig,Jon Daly",2013,0,"Adventure,Comedy,Drama,Fantasy,Romance",18,5,7.3,308227,54,114,"United States,United Kingdom","Twentieth Century Fox,TSG Entertainment,Samuel Goldwyn Films",https://www.imdb.com/title/tt0359950/
The Hangover Part III,The epic conclusion to the trilogy of mayhem and bad decisions,1,Todd Phillips,3,"Todd Phillips,Craig Mazin,Jon Lucas(characters)","Bradley Cooper,Zach Galifianakis,Ed Helms",2013,0,"Comedy,Crime",7,2,5.8,307017,30,100,United States,"Green Hat Films,Legendary Entertainment",https://www.imdb.com/title/tt1951261/
Lone Survivor,Live to Tell the Story,1,Peter Berg,3,"Peter Berg,Marcus Luttrell(book),Patrick Robinson(book)","Mark Wahlberg,Taylor Kitsch,Emile Hirsch",2013,0,"Action,Biography,Drama,War",16,6,7.5,279820,60,121,"United States,United Kingdom","Film 44,Emmett/Furla/Oasis Films (EFO Films),Spikings Entertainment",https://www.imdb.com/title/tt1091191/
The World's End,Good food. Fine ales. Total Annihilation.,1,Edgar Wright,2,"Simon Pegg,Edgar Wright","Simon Pegg,Nick Frost,Martin Freeman",2013,0,"Comedy,Sci-Fi",28,4,7.0,273967,81,109,"United Kingdom,United States,Japan","Universal Pictures,Focus Features,Relativity Media",https://www.imdb.com/title/tt1213663/
Olympus Has Fallen,We are never stronger than when we are tested.,1,Antoine Fuqua,2,"Creighton Rothenberger,Katrin Benedikt","Gerard Butler,Aaron Eckhart,Morgan Freeman",2013,0,"Action,Thriller",5,1,6.5,269800,41,119,United States,"Millennium Films,Millennium Films,G-BASE",https://www.imdb.com/title/tt2302755/
Kick-Ass 2,You Can't Fight Your Destiny.,1,Jeff Wadlow,3,"Jeff Wadlow(screenplay),Mark Millar(comic book),John Romita Jr.(comic book)","Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse",2013,0,"Action,Comedy,Crime,Thriller",9,1,6.5,265694,41,103,"United Kingdom,United States,Japan","Universal Pictures,Marv Films,Dentsu",https://www.imdb.com/title/tt1650554/
Escape Plan,No one breaks out alone.,1,Mikael Håfström,2,"Miles Chapman(screenplay by),Jason Keller(screenplay by)","Sylvester Stallone,Arnold Schwarzenegger,50 Cent",2013,0,"Action,Thriller",2,0,6.7,237945,49,115,United States,"Summit Entertainment,Mark Canton Productions,Emmett/Furla/Oasis Films (EFO Films)",https://www.imdb.com/title/tt1211956/
Don Jon,Everyone loves a happy ending,1,Joseph Gordon-Levitt,1,Joseph Gordon-Levitt,"Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore",2013,0,"Comedy,Drama,Romance",27,2,6.5,236534,66,90,United States,"Voltage Pictures,hitRECord,HitRecord Films",https://www.imdb.com/title/tt2229499/
Ender's Game,This is not a game,1,Gavin Hood,2,"Gavin Hood(screenplay by),Orson Scott Card(based on the book Ender's Game by)","Harrison Ford,Asa Butterfield,Hailee Steinfeld",2013,0,"Action,Adventure,Sci-Fi",6,1,6.6,234837,51,114,United States,"Summit Entertainment,MWM Studios,Chartoff Productions",https://www.imdb.com/title/tt1731141/
The Lone Ranger,Never Take Off the Mask,1,Gore Verbinski,3,"Justin Haythe(screenplay),Ted Elliott(screenplay),Terry Rossio(screenplay)","Johnny Depp,Armie Hammer,William Fichtner",2013,0,"Action,Adventure,Western",20,5,6.4,229716,37,150,United States,"Walt Disney Pictures,Jerry Bruckheimer Films,Blind Wink Productions",https://www.imdb.com/title/tt1210819/
Warm Bodies,Cold body. Warm heart.,1,Jonathan Levine,2,"Isaac Marion(based on the novel by),Jonathan Levine(screenplay)","Nicholas Hoult,Teresa Palmer,John Malkovich",2013,0,"Comedy,Horror,Romance",10,2,6.8,227643,60,98,"United States,Canada","Summit Entertainment,Make Movies,Mandeville Films",https://www.imdb.com/title/tt1588173/
The Purge,Reminder all emergency services will be suspended for a 12-hour period during the purge.,1,James DeMonaco,1,James DeMonaco,"Ethan Hawke,Lena Headey,Max Burkholder",2013,0,"Horror,Sci-Fi,Thriller",6,2,5.8,216912,41,85,"United States,France","Universal Pictures,Platinum Dunes,Blumhouse Productions",https://www.imdb.com/title/tt2184339/
White House Down,It Will Start Like Any Other Day.,1,Roland Emmerich,1,James Vanderbilt,"Channing Tatum,Jamie Foxx,Maggie Gyllenhaal",2013,0,"Action,Drama,Thriller",9,3,6.3,216487,52,131,United States,"Columbia Pictures,Mythology Entertainment,Centropolis Entertainment",https://www.imdb.com/title/tt2334879/
Gangster Squad,No names. No badges. No mercy.,1,Ruben Fleischer,2,"Will Beall,Paul Lieberman(book ""Gangster Squad"")","Sean Penn,Ryan Gosling,Emma Stone",2013,0,"Action,Crime,Drama,Thriller",5,0,6.7,212497,40,113,United States,"Warner Bros.,Village Roadshow Pictures,Lin Pictures",https://www.imdb.com/title/tt1321870/
Pain & Gain,Their American Dream Is Bigger Than Yours,1,Michael Bay,3,"Christopher Markus(screenplay),Stephen McFeely(screenplay),Pete Collins(based on the magazine articles by)","Mark Wahlberg,Dwayne Johnson,Anthony Mackie",2013,0,"Action,Comedy,Crime,Drama",4,0,6.4,211960,45,129,United States,"Paramount Pictures,De Line Pictures,Phoenix International",https://www.imdb.com/title/tt1980209/
The Croods,Are you better off now than you were 4 million years ago?,2,"Kirk DeMicco,Chris Sanders",3,"Chris Sanders(screenplay by),Kirk DeMicco(screenplay by),John Cleese(story by)","Nicolas Cage(voice),Ryan Reynolds(voice),Emma Stone(voice)",2013,0,"Animation,Adventure,Comedy,Family,Fantasy",46,5,7.2,207447,55,98,United States,DreamWorks Animation,https://www.imdb.com/title/tt0481499/
2 Guns,"2 Guns, 1 Bank.",1,Baltasar Kormákur,2,"Blake Masters(screenplay by),Steven Grant(based on the Boom! Studios graphic novels by)","Denzel Washington,Mark Wahlberg,Paula Patton",2013,0,"Action,Comedy,Crime,Thriller",0,3,6.7,207061,55,109,United States,"Universal Pictures,Emmett/Furla/Oasis Films (EFO Films),Marc Platt Productions",https://www.imdb.com/title/tt1272878/
Oz the Great and Powerful,Find yourself in Oz.,1,Sam Raimi,3,"Mitchell Kapner(screenplay),David Lindsay-Abaire(screenplay),L. Frank Baum(""Oz"" works)","James Franco,Michelle Williams,Rachel Weisz",2013,0,"Adventure,Family,Fantasy",31,6,6.3,204881,44,130,United States,"Walt Disney Pictures,Roth Films",https://www.imdb.com/title/tt1623205/
A Good Day to Die Hard,Yippee Ki-Yay Mother Russia,1,John Moore,2,"Skip Woods,Roderick Thorp(certain original characters by)","Bruce Willis,Jai Courtney,Sebastian Koch",2013,0,"Action,Thriller",8,5,5.3,204681,28,98,"United States,United Kingdom,Hungary","Twentieth Century Fox,TSG Entertainment,Giant Pictures",https://www.imdb.com/title/tt1606378/
Hansel & Gretel: Witch Hunters,Classic Tale New Twist,1,Tommy Wirkola,3,"Tommy Wirkola,Jacob Grimm(fairy tale),Wilhelm Grimm(fairy tale)","Jeremy Renner,Gemma Arterton,Peter Stormare",2013,0,"Action,Fantasy,Horror",4,3,6.1,202893,23,88,"United States,Germany","Paramount Pictures,Metro-Goldwyn-Mayer (MGM),MTV Films",https://www.imdb.com/title/tt1428538/
The Internship,Hiring them was a brilliant mistake.,1,Shawn Levy,2,"Vince Vaughn(screenplay),Jared Stern(screenplay)","Vince Vaughn,Owen Wilson,Rose Byrne",2013,0,Comedy,2,0,6.3,200097,42,119,United States,"Twentieth Century Fox,New Regency Productions,Wild West Picture Show Productions",https://www.imdb.com/title/tt2234155/
Blue Jasmine,,1,Woody Allen,1,Woody Allen,"Cate Blanchett,Alec Baldwin,Peter Sarsgaard",2013,1,"Comedy,Drama",81,56,7.3,199333,78,98,United States,"Gravier Productions,Perdido Productions",https://www.imdb.com/title/tt2334873/
After Earth,Danger is real. Fear is a choice.,1,M. Night Shyamalan,3,"Gary Whitta(screenplay),M. Night Shyamalan(screenplay),Will Smith(story)","Jaden Smith,David Denman,Will Smith",2013,0,"Action,Adventure,Sci-Fi",8,3,4.8,198291,33,100,United States,"Columbia Pictures,Overbrook Entertainment,Blinding Edge Pictures",https://www.imdb.com/title/tt1815862/
Side Effects,One pill can change your life.,1,Steven Soderbergh,1,Scott Z. Burns,"Rooney Mara,Channing Tatum,Jude Law",2013,0,"Crime,Drama,Mystery,Thriller",5,0,7.1,186246,75,106,United States,"Endgame Entertainment,FilmNation Entertainment,Di Bonaventura Pictures",https://www.imdb.com/title/tt2053463/
Enemy,You can't escape Yourself!,1,Denis Villeneuve,2,"José Saramago(novel ""The Double""),Javier Gullón","Jake Gyllenhaal,Mélanie Laurent,Sarah Gadon",2013,0,"Drama,Mystery,Thriller",23,17,6.9,185150,61,91,"Canada,Spain,France","Pathé,Entertainment One,Rhombus Media",https://www.imdb.com/title/tt2316411/
G.I. Joe: Retaliation,,1,Jon M. Chu,2,"Rhett Reese,Paul Wernick","Dwayne Johnson,Channing Tatum,Adrianne Palicki",2013,0,"Action,Adventure,Sci-Fi,Thriller",12,1,5.8,179581,41,110,United States,"Paramount Pictures,Metro-Goldwyn-Mayer (MGM),Skydance Media",https://www.imdb.com/title/tt1583421/
Anchorman 2: The Legend Continues,It's Kind of a Big Deal,1,Adam McKay,2,"Will Ferrell(characters),Adam McKay(characters)","Will Ferrell,Christina Applegate,Paul Rudd",2013,0,Comedy,23,1,6.3,177269,61,119,United States,"Paramount Pictures,Apatow Productions,Digital Image Associates",https://www.imdb.com/title/tt1229340/
Mama,A mother's love is forever.,1,Andy Muschietti,3,"Andy Muschietti(story),Barbara Muschietti(story),Neil Cross(screenplay)","Jessica Chastain,Nikolaj Coster-Waldau,Megan Charpentier",2013,0,"Fantasy,Horror,Thriller",19,11,6.2,177010,57,100,"Canada,Spain","De Milo,Toma 78",https://www.imdb.com/title/tt2023587/
The Heat,Good Cop. Mad Cop.,1,Paul Feig,1,Katie Dippold,"Sandra Bullock,Michael McDonald,Melissa McCarthy",2013,0,"Action,Comedy,Crime",16,7,6.6,168709,60,117,United States,"Twentieth Century Fox,Chernin Entertainment,TSG Entertainment",https://www.imdb.com/title/tt2404463/
RED 2,The best never rest.,1,Dean Parisot,3,"Jon Hoeber,Erich Hoeber,Warren Ellis(characters)","Bruce Willis,Helen Mirren,John Malkovich",2013,0,"Action,Adventure,Comedy,Crime,Thriller",3,0,6.6,167714,47,116,"United States,France,Canada,Russia","Summit Entertainment,Di Bonaventura Pictures,DC Entertainment",https://www.imdb.com/title/tt1821694/
Evil Dead,The most terrifying film you will ever experience.,1,Fede Alvarez,3,"Fede Alvarez(screenplay by),Rodo Sayagues(screenplay by),Sam Raimi(based on the motion picture ""The Evil Dead"", written by)","Jane Levy,Shiloh Fernandez,Jessica Lucas",2013,0,Horror,19,6,6.5,165879,57,91,United States,"TriStar Pictures,FilmDistrict,Ghost House Pictures",https://www.imdb.com/title/tt1288558/
Insidious: Chapter 2,It will take what you love most.,1,James Wan,2,"Leigh Whannell(based on characters created by),James Wan(story)","Patrick Wilson,Rose Byrne,Barbara Hershey",2013,0,"Horror,Mystery,Thriller",16,0,6.6,165709,40,106,"United States,Canada","FilmDistrict,Stage 6 Films,Entertainment One",https://www.imdb.com/title/tt2226417/
Riddick,Rule the Dark,1,David Twohy,3,"David Twohy,Jim Wheat(based on characters created by),Ken Wheat(based on characters created by)","Vin Diesel,Karl Urban,Katee Sackhoff",2013,0,"Action,Adventure,Sci-Fi,Thriller",2,0,6.4,161932,49,119,"Canada,United States","Riddick Canada Productions,One Race Productions,Radar Pictures",https://www.imdb.com/title/tt1411250/
Saving Mr. Banks,"Where her book ended, their story began.",1,John Lee Hancock,2,"Kelly Marcel,Sue Smith","Emma Thompson,Tom Hanks,Annie Rose Buckley",2013,0,"Biography,Comedy,Drama",74,13,7.5,158886,65,125,"United States,United Kingdom,Australia","Walt Disney Pictures,Ruby Films,Easy Tiger Productions",https://www.imdb.com/title/tt2140373/
47 Ronin,"This Christmas, seize eternity.",1,Carl Rinsch,3,"Chris Morgan(screenplay),Hossein Amini(screenplay),Walter Hamada(screen story by)","Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki",2013,0,"Action,Drama,Fantasy",5,0,6.3,156768,28,128,"United States,United Kingdom,Japan,Hungary","Bluegrass Films,H2F Entertainment,Mid Atlantic Films",https://www.imdb.com/title/tt1335975/
Begin Again,You're only as strong as your next move.,1,John Carney,1,John Carney,"Keira Knightley,Mark Ruffalo,Adam Levine",2013,0,"Comedy,Drama,Music,Romance",18,5,7.4,152403,62,104,United States,"Exclusive Media Group,Sycamore Pictures,Apatow Productions",https://www.imdb.com/title/tt1980929/
Before Midnight,Everything's better with maturity,1,Richard Linklater,3,"Richard Linklater(characters),Julie Delpy,Ethan Hawke","Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick",2013,0,"Drama,Romance",63,20,7.9,151886,94,109,"United States,Greece","Faliro House Productions,Venture Forth,Castle Rock Entertainment",https://www.imdb.com/title/tt2209418/
The Spectacular Now,Hits You Like A Shot In The Heart.,1,James Ponsoldt,3,"Scott Neustadter(screenplay),Michael H. Weber(screenplay),Tim Tharp(novel)","Miles Teller,Shailene Woodley,Kyle Chandler",2013,0,"Comedy,Drama,Romance",32,9,7.1,150204,82,95,United States,"Andrew Lauren Productions,21 Laps Entertainment,Global Produce",https://www.imdb.com/title/tt1714206/
Inside Llewyn Davis,,2,"Ethan Coen,Joel Coen",2,"Joel Coen,Ethan Coen","Oscar Isaac,Carey Mulligan,John Goodman",2013,0,"Comedy,Drama,Music",174,46,7.5,149524,93,104,"United States,United Kingdom,France","CBS Films,StudioCanal,Anton",https://www.imdb.com/title/tt2042568/
Grown Ups 2,They'll do anything for their families... except grow up.,1,Dennis Dugan,3,"Fred Wolf(based on characters created by),Adam Sandler(based on characters created by),Tim Herlihy","Adam Sandler,Kevin James,Chris Rock",2013,0,Comedy,15,5,5.4,149424,19,101,United States,"Columbia Pictures,Happy Madison Productions,Sony Pictures Entertainment (SPE)",https://www.imdb.com/title/tt2191701/
La vie d'Adèle,Blazingly emotional and explosively sexy.,1,Abdellatif Kechiche,3,"Abdellatif Kechiche(scenario, adaptation and dialogue),Ghalya Lacroix(scenario, adaptation and dialogue),Julie Maroh(adapted from: the comic book ""Le Bleu est une couleur chaude"" by)","Léa Seydoux,Adèle Exarchopoulos,Salim Kechiouche",2013,0,"Drama,Romance",104,86,7.7,147564,89,180,"France,Belgium,Spain","Quat'sous Films,Wild Bunch,France 2 Cinéma",https://www.imdb.com/title/tt2278871/
The Way Way Back,We've All Been There.,2,"Nat Faxon,Jim Rash",2,"Nat Faxon,Jim Rash","Steve Carell,Toni Collette,Allison Janney",2013,0,"Comedy,Drama",30,5,7.4,146487,68,103,United States,"Sycamore Pictures,The Walsh Company,MWM Studios",https://www.imdb.com/title/tt1727388/
Locke,No turning back,1,Steven Knight,1,Steven Knight,"Tom Hardy,Olivia Colman(voice),Ruth Wilson(voice)",2013,0,Drama,33,7,7.1,145742,81,85,"United Kingdom,United States","IM Global,Shoebox Films",https://www.imdb.com/title/tt2692904/
Under the Skin,,1,Jonathan Glazer,3,"Walter Campbell,Jonathan Glazer,Michel Faber(based on the novel by)","Scarlett Johansson,Jeremy McWilliams,Lynsey Taylor Mackay",2013,0,"Drama,Horror,Mystery,Sci-Fi,Thriller",111,23,6.4,138467,80,108,"United Kingdom,Switzerland","Film4,British Film Institute (BFI),Silver Reel",https://www.imdb.com/title/tt1441395/
Carrie,You will know her name,1,Kimberly Peirce,3,"Lawrence D. Cohen(screenplay),Roberto Aguirre-Sacasa(screenplay),Stephen King(novel)","Chloë Grace Moretz,Julianne Moore,Gabriella Wilde",2013,0,"Drama,Horror",7,6,5.9,138155,53,100,United States,"Metro-Goldwyn-Mayer (MGM),Screen Gems,Misher Films",https://www.imdb.com/title/tt1939659/
