title,tagline,no_of_directors,directors,no_of_writers,writers,lead_stars,released_year,oscar_wins,genres,award_nominations,award_wins,rating,votes,metascore,duration,county_of_origins,production_companies,url
Bad Boys for Life,Ride Together. Die Together.,2,"Adil El Arbi,Bilall Fallah",3,"Peter Craig(story by),Joe Carnahan(story by),Chris Bremner(screenplay by)","Will Smith,Martin Lawrence,Vanessa Hudgens",2020,0,"Action,Comedy,Crime,Thriller",14,3,6.5,151880,59.0,124,United States,"Columbia Pictures,2.0 Entertainment,Don Simpson/Jerry Bruckheimer Films",https://www.imdb.com/title/tt1502397/
Promising Young Woman,This Christmas. Plan to make them pay.,1,Emerald Fennell,1,Emerald Fennell,"Carey Mulligan,Bo Burnham,Alison Brie",2020,1,"Crime,Drama,Mystery,Thriller",184,113,7.5,150749,73.0,113,"United Kingdom,United States","FilmNation Entertainment,Focus Features,LuckyChap Entertainment",https://www.imdb.com/title/tt9620292/
Nomadland,Surviving America in the Twenty-First Century.,1,Chloé Zhao,2,"Chloé Zhao(written for the screen by),Jessica Bruder(based on the book by)","Frances McDormand,David Strathairn,Linda May",2020,3,Drama,153,241,7.3,144046,93.0,107,United States,"Cor Cordium Productions,Hear/Say Productions,Highwayman Films",https://www.imdb.com/title/tt9770150/
Palm Springs,Live Like There's No Tomorrow,1,Max Barbakow,2,"Andy Siara(screenplay by),Max Barbakow(story by)","Andy Samberg,Cristin Milioti,J.K. Simmons",2020,0,"Comedy,Fantasy,Mystery,Romance",45,14,7.4,143245,83.0,90,"United States,Hong Kong","Limelight,Sun Entertainment Culture,The Lonely Island",https://www.imdb.com/title/tt9484998/
Mulan,"Loyal, Brave, True.",1,Niki Caro,3,"Rick Jaffa(screenplay by),Amanda Silver(screenplay by),Lauren Hynek(screenplay by)","Liu Yifei,Donnie Yen,Gong Li",2020,0,"Action,Adventure,Drama,Fantasy",42,7,5.7,141277,66.0,115,"United States,China","Walt Disney Pictures,Jason T. Reed Productions,Good Fear Content",https://www.imdb.com/title/tt4566758/
Onward,Cometh Soon.,1,Dan Scanlon,3,"Dan Scanlon(original story by),Keith Bunin(original story by),Jason Headley(original story by)","Tom Holland(voice),Chris Pratt(voice),Julia Louis-Dreyfus(voice)",2020,0,"Animation,Adventure,Comedy,Drama,Family,Fantasy",64,4,7.4,135134,61.0,102,United States,"Walt Disney Pictures,Pixar Animation Studios",https://www.imdb.com/title/tt7146812/
Borat Subsequent Moviefilm,Wear mask. Save live.,1,Jason Woliner,3,"Sacha Baron Cohen(screenplay by),Anthony Hines(screenplay by),Dan Swimer(screenplay by)","Sacha Baron Cohen,Maria Bakalova,Tom Hanks",2020,0,Comedy,63,37,6.6,134254,68.0,95,"United States,United Kingdom","Amazon Studios,Four by Two Films",https://www.imdb.com/title/tt13143964/
Binge Drinking,,1,Thomas Vinterberg,2,"Thomas Vinterberg(screenplay),Tobias Lindholm(screenplay)","Mads Mikkelsen,Thomas Bo Larsen,Magnus Millang",2020,1,"Comedy,Drama",72,47,7.7,132415,79.0,117,"Denmark,Sweden,Netherlands","Zentropa Entertainments,Film i Väst,Zentropa International Sweden",https://www.imdb.com/title/tt10288566/
Dil Bechara,,1,Mukesh Chhabra,3,"Shashank Khaitan(adaptation by),Suprotim Sengupta(adaptation by),Scott Neustadter(based on ""The Fault in Our Stars"" screenplay by)","Sushant Singh Rajput,Sanjana Sanghi,Sahil Vaid",2020,0,"Comedy,Drama,Romance",4,3,8.1,126634,,101,India,Fox STAR Studios,https://www.imdb.com/title/tt8110330/
I Care a Lot,,1,J Blakeson,1,J Blakeson,"Rosamund Pike,Peter Dinklage,Eiza González",2020,0,"Comedy,Crime,Thriller",6,1,6.3,123785,66.0,118,"United States,United Kingdom","Black Bear Pictures,Crimple Beck,STX Films",https://www.imdb.com/title/tt9893250/
The Father,Nothing is as it seems,1,Florian Zeller,2,"Christopher Hampton(screenplay by),Florian Zeller(screenplay by)","Anthony Hopkins,Olivia Colman,Mark Gatiss",2020,2,"Drama,Mystery",149,33,8.3,122672,88.0,97,"United Kingdom,France,United States","Les Films du Cru,Film4,Orange Studio",https://www.imdb.com/title/tt10272386/
The Devil All the Time,Some people are just born to be buried.,1,Antonio Campos,3,"Antonio Campos(screenplay by),Paulo Campos(screenplay by),Donald Ray Pollock(based on the novel by)","Bill Skarsgård,Tom Holland,Michael Banks Repeta",2020,0,"Crime,Drama,Thriller",3,0,7.1,121218,55.0,138,United States,"Bronx Moving Co.,Nine Stories Productions",https://www.imdb.com/title/tt7395114/
Monster Problems,,1,Michael Matthews,2,"Brian Duffield(screenplay by),Matthew Robinson(screenplay by)","Dylan O'Brien,Jessica Henwick,Michael Rooker",2020,0,"Action,Adventure,Comedy,Fantasy,Sci-Fi",4,0,7.0,116520,63.0,109,"Canada,United States,Australia","Paramount Pictures,Entertainment One,21 Laps Entertainment",https://www.imdb.com/title/tt2222042/
Sonic the Hedgehog,A whole new speed of hero,1,Jeff Fowler,2,"Pat Casey,Josh Miller","Ben Schwartz(voice),James Marsden,Jim Carrey",2020,0,"Action,Adventure,Comedy,Sci-Fi",12,3,6.5,114130,47.0,99,"United States,Japan,Canada","Paramount Pictures,Sega Sammy Group,Original Film",https://www.imdb.com/title/tt3794354/
Soorarai Pottru,A rebel with an idea,1,Sudha Kongara,3,"Sudha Kongara(story),Shalini Ushadevi(screenplay),Vijay Kumar(dialogue)","Suriya,Paresh Rawal,Aparna Balamurali",2020,0,Drama,4,8,9.1,107088,,153,India,"2D Entertainment,Sikhya Entertainment",https://www.imdb.com/title/tt10189514/
Greenland,It's the end of the world as we know it.,1,Ric Roman Waugh,1,Chris Sparling,"Gerard Butler,Morena Baccarin,Roger Dale Floyd",2020,0,"Action,Drama,Sci-Fi,Thriller",2,1,6.4,106934,64.0,119,"United States,United Kingdom","STX Films,Anton,Thunder Road Pictures",https://www.imdb.com/title/tt7737786/
The Hunt,The Most Talked About Movie of the Year is One That No One's Actually Seen,1,Craig Zobel,2,"Nick Cuse,Damon Lindelof","Betty Gilpin,Hilary Swank,Ike Barinholtz",2020,0,"Action,Horror,Thriller",5,1,6.5,97097,50.0,90,"United States,Japan","Blumhouse Productions,Dentsu",https://www.imdb.com/title/tt8244784/
Sadak 2,,1,Mahesh Bhatt,3,"Pushpdeep Bhardwaj(additional dialogue),Mahesh Bhatt,Suhrita Sengupta","Priyanka Bose,Alia Bhatt,Sanjay Dutt",2020,0,"Action,Drama",0,0,1.1,93690,,133,India,"Fox STAR Studios,Vishesh Films",https://www.imdb.com/title/tt7886848/
Greyhound,The Only Thing More Dangerous Than the Front Lines Was the Fight to Get There,1,Aaron Schneider,2,"Tom Hanks(screenplay by),C.S. Forester(based on the novel ""The Good Shepherd"" by)","Tom Hanks,Elisabeth Shue,Stephen Graham",2020,0,"Action,Drama,History,War",21,1,7.0,89583,64.0,91,"United States,Canada,China","Sony Pictures Entertainment (SPE),Stage 6 Films,Bron Creative",https://www.imdb.com/title/tt6048922/
Eurovision Song Contest: The Story of Fire Saga,Nobody Wins Solo,1,David Dobkin,2,"Will Ferrell,Andrew Steele","Will Ferrell,Rachel McAdams,Dan Stevens",2020,0,"Comedy,Musical",28,6,6.5,89397,50.0,123,"United States,Iceland,Canada","European Broadcasting Union (EBU),Gary Sanchez Productions,Gloria Sanchez Productions",https://www.imdb.com/title/tt8580274/
Spenser Confidential,The Law Has Limits. They Don't.,1,Peter Berg,3,"Sean O'Keefe(screenplay by),Brian Helgeland(screenplay by),Robert B. Parker(characters)","Mark Wahlberg,Winston Duke,Alan Arkin",2020,0,"Action,Comedy,Crime,Drama,Mystery,Thriller",2,0,6.2,83109,49.0,111,United States,"Netflix,Original Film,Closest to the Hole Productions",https://www.imdb.com/title/tt8629748/
Project Power,What would you risk for 5 minutes of pure power?,2,"Henry Joost,Ariel Schulman",1,Mattson Tomlin,"Jamie Foxx,Joseph Gordon-Levitt,Dominique Fishback",2020,0,"Action,Crime,Sci-Fi,Thriller",6,2,6.0,82957,51.0,113,United States,"Netflix,Screen Arcade,Supermarché",https://www.imdb.com/title/tt7550000/
Hamilton,An American Musical,1,Thomas Kail,2,"Lin-Manuel Miranda(book),Ron Chernow(inspired by the book Alexander Hamilton by)","Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.",2020,0,"Biography,Drama,History,Musical",46,17,8.4,82180,90.0,160,United States,"Walt Disney Pictures,5000 Broadway Productions,Nevis Productions",https://www.imdb.com/title/tt8503618/
News of the World,Find Where You Belong,1,Paul Greengrass,3,"Paul Greengrass(screenplay by),Luke Davies(screenplay by),Paulette Jiles(based upon the novel by)","Tom Hanks,Helena Zengel,Tom Astor",2020,0,"Action,Adventure,Drama,Western",80,5,6.8,81686,73.0,118,United States,"Perfect World Pictures,Playtone,Pretty Pictures",https://www.imdb.com/title/tt6878306/
The Midnight Sky,There's a universe between all of us,1,George Clooney,2,"Lily Brooks-Dalton(based on the book 'Good Morning, Midnight' by),Mark L. Smith(screenplay by)","George Clooney,Felicity Jones,David Oyelowo",2020,0,"Adventure,Drama,Fantasy,Sci-Fi,Thriller",47,5,5.6,80396,58.0,118,United States,"Anonymous Content,Netflix,Smokehouse Pictures",https://www.imdb.com/title/tt10539608/
Dara iz Jasenovca,,1,Predrag Antonijevic,1,Natasa Drakulic,"Biljana Cekic,Zlatan Vidovic,Anja Stanic",2020,0,"Drama,War",0,0,8.7,80301,,130,Serbia,"Dandelion Production Inc,Film Danas,Komuna",https://www.imdb.com/title/tt10554232/
I'm Thinking of Ending Things,,1,Charlie Kaufman,2,"Charlie Kaufman(written for the screen by),Iain Reid(based on the book by)","Jesse Plemons,Jessie Buckley,Toni Collette",2020,0,"Drama,Thriller",107,14,6.6,78505,78.0,134,United States,"Likely Story,Projective Testing Service",https://www.imdb.com/title/tt7939766/
Underwater,7 Miles Below the Ocean Surface Something Has Awakened,1,William Eubank,2,"Brian Duffield(screenplay by),Adam Cozad(screenplay by)","Kristen Stewart,Vincent Cassel,Mamoudou Athie",2020,0,"Adventure,Horror,Sci-Fi,Thriller",5,1,5.9,76552,48.0,95,United States,"Chernin Entertainment,TSG Entertainment,Twentieth Century Fox",https://www.imdb.com/title/tt5774060/
Bloodshot,Being a hero is in his blood.,1,Dave Wilson,3,"Jeff Wadlow(screenplay),Eric Heisserer(screenplay),Kevin VanHook(Valiant comic book)","Vin Diesel,Eiza González,Sam Heughan",2020,0,"Action,Adventure,Sci-Fi",7,1,5.7,73970,44.0,109,United States,"Columbia Pictures,Bona Film Group,Annabell Pictures",https://www.imdb.com/title/tt1634106/
Coolie No. 1,,1,David Dhawan,2,"Rumi Jaffery(screenplay),Farhad Samji(dialogue)","Varun Dhawan,Sara Ali Khan,Paresh Rawal",2020,0,"Action,Comedy,Romance",0,0,4.2,72855,,134,India,"Pooja Entertainment & Films,Puja Films",https://www.imdb.com/title/tt10280276/
365 Days,,2,"Barbara Bialowas,Tomasz Mandes",3,"Tomasz Klimala(screenplay by),Tomasz Mandes(screen story by),Barbara Bialowas(screen story by)","Anna Maria Sieklucka,Michele Morrone,Bronislaw Wroclawski",2020,0,"Drama,Romance",5,1,3.3,72660,,114,Poland,"Ekipa,Future Space,Next Film",https://www.imdb.com/title/tt10886166/
The New Mutants,Everyone has demons.,1,Josh Boone,2,"Josh Boone,Knate Lee","Maisie Williams,Anya Taylor-Joy,Charlie Heaton",2020,0,"Action,Horror,Mystery,Sci-Fi",4,0,5.3,71643,43.0,94,United States,"20th Century Studios,Marvel Entertainment,Kinberg Genre",https://www.imdb.com/title/tt4682266/
Minari,A timeless story of what roots us.,1,Lee Isaac Chung,1,Lee Isaac Chung,"Steven Yeun,Yeri Han,Alan S. Kim",2020,1,Drama,234,110,7.5,70251,89.0,115,United States,Plan B Entertainment,https://www.imdb.com/title/tt10633456/
Mank,,1,David Fincher,1,Jack Fincher(screen play by),"Gary Oldman,Amanda Seyfried,Lily Collins",2020,2,"Biography,Comedy,Drama",265,57,6.9,69761,79.0,131,United States,"Blue Light,Flying Studio,Netflix Studios",https://www.imdb.com/title/tt10618286/
Run,You Can't Escape a Mother's Love,1,Aneesh Chaganty,2,"Aneesh Chaganty,Sev Ohanian","Sarah Paulson,Kiera Allen,Sara Sohn",2020,0,"Mystery,Thriller",5,3,6.7,64460,67.0,90,"United States,Canada",Lionsgate,https://www.imdb.com/title/tt8633478/
Unhinged,He can happen to anyone.,1,Derrick Borte,1,Carl Ellsworth,"Russell Crowe,Caren Pistorius,Gabriel Bateman",2020,0,"Action,Thriller",1,0,6.0,61969,40.0,90,"United Kingdom,United States","Burek Films,Ingenious,Solstice Studios",https://www.imdb.com/title/tt10059518/
Holidate,Who's Your Perfect Plus-One?,1,John Whitesell,1,Tiffany Paulsen,"Emma Roberts,Luke Bracey,Kristin Chenoweth",2020,0,"Comedy,Romance",0,1,6.1,61139,44.0,104,United States,"Netflix,Wonderland Sound and Vision",https://www.imdb.com/title/tt9866072/
Dolittle,He's just not a people person.,1,Stephen Gaghan,3,"Stephen Gaghan(screenplay by),Dan Gregor(screenplay by),Doug Mand(screenplay by)","Robert Downey Jr.,Antonio Banderas,Michael Sheen",2020,0,"Adventure,Comedy,Family,Fantasy",9,3,5.6,59614,26.0,101,"United States,China,United Kingdom,Japan","Universal Pictures,Dentsu,Perfect World Pictures",https://www.imdb.com/title/tt6673612/
Boss Level,,1,Joe Carnahan,3,"Chris Borey(screenplay by),Eddie Borey(screenplay by),Joe Carnahan(screenplay by)","Frank Grillo,Mel Gibson,Naomi Watts",2020,0,"Mystery,Sci-Fi,Thriller",0,0,6.8,59027,56.0,100,United States,"WarParty Films,Scott Free Productions,Emmett/Furla/Oasis Films (EFO Films)",https://www.imdb.com/title/tt7638348/
The King of Staten Island,,1,Judd Apatow,3,"Judd Apatow,Pete Davidson,Dave Sirus","Pete Davidson,Bel Powley,Ricky Velez",2020,0,"Comedy,Drama",24,3,7.1,57733,67.0,136,United States,"Universal Pictures,Perfect World Pictures,Apatow Productions",https://www.imdb.com/title/tt9686708/
Laxmii,,2,"Lawrence Raghavendra,Balakrishnan Thevar",3,"Farhad Samji(adapted screenplay),Lawrence Raghavendra(screenplay),Sparsh Khetarpal","Akshay Kumar,Kiara Advani,Sharad Kelkar",2020,0,"Action,Comedy,Horror",0,1,2.4,56188,,141,India,"Cape of Good Films,Fox STAR Studios,Shabinaa Entertainment",https://www.imdb.com/title/tt10350922/
Monster Hunter,Join the hunt 2020,1,Paul W.S. Anderson,2,"Paul W.S. Anderson(written for the screen by),Kaname Fujioka(based upon Capcom's videogame ""Monster Hunter"" by)","Milla Jovovich,Tony Jaa,Ron Perlman",2020,0,"Action,Adventure,Fantasy",2,0,5.3,53000,47.0,103,"Germany,United States,Japan,China","Constantin Film,Impact Pictures,Capcom Company",https://www.imdb.com/title/tt6475714/
Ava,,1,Tate Taylor,1,Matthew Newton,"Jessica Chastain,John Malkovich,Common",2020,0,Thriller,0,0,5.4,51406,39.0,96,United States,"Freckle Films,Leeding Media,Voltage Pictures",https://www.imdb.com/title/tt8784956/
Freaky,Basic switch. Killer new look.,1,Christopher Landon,2,"Michael Kennedy,Christopher Landon","Vince Vaughn,Kathryn Newton,Celeste O'Connor",2020,0,"Comedy,Horror,Thriller",16,1,6.4,50185,67.0,102,United States,"Blumhouse Productions,Divide/Conquer",https://www.imdb.com/title/tt10919380/
Da 5 Bloods,,1,Spike Lee,3,"Danny Bilson,Paul De Meo,Kevin Willmott","Delroy Lindo,Jonathan Majors,Clarke Peters",2020,0,"Adventure,Drama,War",190,40,6.5,49370,82.0,154,United States,"40 Acres & A Mule Filmworks,Rahway Road Productions",https://www.imdb.com/title/tt9777644/
Ma Rainey's Black Bottom,Everything Comes Out in the Blues.,1,George C. Wolfe,2,"Ruben Santiago-Hudson(screenplay by),August Wilson(based on the play written by)","Viola Davis,Chadwick Boseman,Glynn Turman",2020,2,"Drama,Music",189,81,6.9,49174,87.0,94,United States,"Escape Artists,Mundy Lane Entertainment,Netflix",https://www.imdb.com/title/tt10514222/
The Courier,Based on the incredible true story of a businessman turned spy.,1,Dominic Cooke,1,Tom O'Connor,"Benedict Cumberbatch,Merab Ninidze,Rachel Brosnahan",2020,0,"Drama,History,Thriller,War",1,0,7.2,47254,65.0,112,"United Kingdom,United States","42,FilmNation Entertainment,SunnyMarch",https://www.imdb.com/title/tt8368512/
Hubie Halloween,Fear Less.,1,Steven Brill,2,"Tim Herlihy,Adam Sandler","Adam Sandler,Kevin James,Julie Bowen",2020,0,"Comedy,Mystery",6,0,5.2,46732,53.0,103,United States,Happy Madison Productions,https://www.imdb.com/title/tt10682266/
Fantasy Island,Never Coming Home,1,Jeff Wadlow,3,"Jeff Wadlow,Christopher Roach,Jillian Jacobs","Michael Peña,Maggie Q,Lucy Hale",2020,0,"Action,Adventure,Fantasy,Horror,Mystery,Thriller",5,0,4.9,46647,22.0,109,United States,"Columbia Pictures,Blumhouse Productions,Tower of Babble Entertainment",https://www.imdb.com/title/tt0983946/
Honest Thief,Never steal a man's second chance.,1,Mark Williams,2,"Steve Allrich(story by),Mark Williams(story by)","Liam Neeson,Kate Walsh,Jai Courtney",2020,0,"Action,Crime,Drama,Thriller",1,0,6.0,46613,46.0,99,United States,"Argonaut Entertainment Partners,Briarcliff Entertainment,Cutting Edge Group",https://www.imdb.com/title/tt1838556/
Pieces of a Woman,,1,Kornél Mundruczó,1,Kata Wéber,"Vanessa Kirby,Shia LaBeouf,Ellen Burstyn",2020,0,Drama,63,7,7.1,46536,66.0,126,"Canada,Hungary,United States","BRON Studios,Creative Wealth Media Finance,Little Lamb",https://www.imdb.com/title/tt11161474/
Demon Slayer: Mugen Train,,1,Haruo Sotozaki,1,"Koyoharu Gotouge(manga: ""Kimetsu no yaiba"")","Natsuki Hanae(voice),Akari Kitô(voice),Yoshitsugu Matsuoka(voice)",2020,0,"Animation,Action,Adventure,Fantasy,Horror",6,4,8.2,46335,72.0,117,Japan,"Aniplex,Shueisha,Ufotable",https://www.imdb.com/title/tt11032374/
The Call of the Wild,Based on the Legendary Novel.,1,Chris Sanders,3,"Michael Green(screenplay by),Jack London(based upon the novel by),Egerton Ryerson Young(source material)","Harrison Ford,Omar Sy,Cara Gee",2020,0,"Adventure,Drama,Family",7,1,6.8,46153,48.0,100,"Canada,United States","20th Century Studios,3 Arts Entertainment,Halon Entertainment",https://www.imdb.com/title/tt7504726/
Emma.,"Handsome, clever, and rich.",1,Autumn de Wilde,2,"Eleanor Catton(screenplay by),Jane Austen(based on the novel by)","Anya Taylor-Joy,Johnny Flynn,Mia Goth",2020,0,"Comedy,Drama,Romance",59,10,6.7,46054,71.0,124,United Kingdom,"Working Title Films,Blueprint Pictures,Focus Features",https://www.imdb.com/title/tt9214832/
Bill & Ted Face the Music,The Future Awaits,1,Dean Parisot,2,"Chris Matheson(based on characters created by),Ed Solomon(based on characters created by)","Keanu Reeves,Alex Winter,Kristen Schaal",2020,0,"Adventure,Comedy,Music,Sci-Fi",12,0,6.0,43263,65.0,91,United States,"Hammerstone Studios,Dugan Entertainment,Many Rivers Productions",https://www.imdb.com/title/tt1086064/
The Way Back,Every loss is another fight.,1,Gavin O'Connor,1,Brad Ingelsby,"Ben Affleck,Al Madrigal,Janina Gavankar",2020,0,"Drama,Sport",6,0,6.7,42710,66.0,108,"United States,Canada","Warner Bros.,BRON Studios,Jennifer Todd Pictures",https://www.imdb.com/title/tt8544498/
Hillbilly Elegy,,1,Ron Howard,2,"J.D. Vance(based on the book by),Vanessa Taylor","Amy Adams,Glenn Close,Gabriel Basso",2020,0,Drama,33,5,6.7,40233,38.0,116,United States,"Imagine Entertainment,Netflix",https://www.imdb.com/title/tt6772802/
Riders of Justice,Someone is going to pay.,1,Anders Thomas Jensen,2,"Anders Thomas Jensen(sceenplay),Nikolaj Arcel(after idea by)","Mads Mikkelsen,Nikolaj Lie Kaas,Andrea Heick Gadeberg",2020,0,"Action,Comedy,Drama",26,8,7.6,39471,81.0,116,"Denmark,Sweden,Finland","Zentropa Entertainments,Film i Väst,Zentropa International Sweden",https://www.imdb.com/title/tt11655202/
Rebecca,,1,Ben Wheatley,3,"Jane Goldman(screenplay by),Joe Shrapnel(screenplay by),Anna Waterhouse(screenplay by)","Lily James,Armie Hammer,Kristin Scott Thomas",2020,0,"Drama,Mystery,Romance,Thriller",3,1,6.0,39256,46.0,123,"United Kingdom,United States","Netflix,Working Title Films",https://www.imdb.com/title/tt2235695/
The Croods: A New Age,The future ain't what it used to be,1,Joel Crawford,3,"Kevin Hageman(screenplay by),Dan Hageman(screenplay by),Paul Fisher(screenplay by)","Nicolas Cage(voice),Emma Stone(voice),Ryan Reynolds(voice)",2020,0,"Animation,Adventure,Comedy,Family,Fantasy",30,0,7.0,38152,56.0,95,United States,"DreamWorks Animation,Dentsu",https://www.imdb.com/title/tt2850386/
The Wrong Missy,There's No Untexting Her Now.,1,Tyler Spindel,2,"Chris Pappas,Kevin Barnett","David Spade,Lauren Lapkus,Nick Swardson",2020,0,"Comedy,Romance",5,0,5.7,37511,33.0,90,United States,"Happy Madison Productions,Netflix,QC Entertainment",https://www.imdb.com/title/tt9619798/
Ludo,,1,Anurag Basu,2,"Anurag Basu(story and screenplay),Samrat Chakraborty(dialogue)","Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao",2020,0,"Action,Comedy,Crime,Drama",15,2,7.6,37339,,149,India,"Anurag Basu Productions,T-Series Films",https://www.imdb.com/title/tt7212754/
His House,,1,Remi Weekes,3,"Remi Weekes(screenplay),Felicity Evans(story),Toby Venables(story)","Sope Dirisu,Wunmi Mosaku,Malaika Wakoli-Abigaba",2020,0,"Drama,Horror,Thriller",37,8,6.5,37336,72.0,93,United Kingdom,"Regency Enterprizes,BBC Films,New Regency Productions",https://www.imdb.com/title/tt8508734/
The Witches,Witches Are Real!,1,Robert Zemeckis,3,"Robert Zemeckis(screenplay by),Kenya Barris(screenplay by),Guillermo del Toro(screenplay by)","Anne Hathaway,Octavia Spencer,Stanley Tucci",2020,0,"Adventure,Comedy,Family,Fantasy,Horror,Mystery",10,0,5.3,36647,47.0,106,"United States,Mexico","Warner Bros.,ImageMovers,Canadian Film or Video Production Tax Credit (CPTC)",https://www.imdb.com/title/tt0805647/
Happiest Season,"This holiday, come out and meet the family.",1,Clea DuVall,2,"Clea DuVall(story by),Mary Holland(screenplay by)","Kristen Stewart,Mackenzie Davis,Mary Steenburgen",2020,0,"Comedy,Drama,Romance",4,3,6.6,36279,69.0,102,"United States,Canada","TriStar Pictures,Entertainment One,Hulu Originals",https://www.imdb.com/title/tt8522006/
To All the Boys: P.S. I Still Love You,First Love. Last Letter.,1,Michael Fimognari,3,"Sofia Alvarez(screenplay by),J. Mills Goodloe(screenplay by),Jenny Han(based on the novel by)","Lana Condor,Noah Centineo,Jordan Fisher",2020,0,"Comedy,Drama,Romance",4,3,6.0,35906,54.0,101,United States,"Ace Entertainment,Awesomeness Films,Netflix Studios",https://www.imdb.com/title/tt9354842/
The Babysitter: Killer Queen,,1,McG,3,"Dan Lagana,Brad Morris,Jimmy Warden","Judah Lewis,Samara Weaving,Jenna Ortega",2020,0,"Comedy,Horror",0,0,5.8,35778,22.0,101,United States,"Netflix,Boies Schiller Entertainment,Wonderland Sound and Vision",https://www.imdb.com/title/tt11024272/
#Saraitda,You Must Survive,1,Il Cho,1,Il Cho(screenplay),"Yoo Ah-in,Park Shin-Hye,Jeon Bae-soo",2020,0,"Action,Drama,Horror,Thriller",1,1,6.3,35345,,98,South Korea,"Zip Cinema,Perspective Pictures",https://www.imdb.com/title/tt10620868/
