title,tagline,no_of_directors,directors,no_of_writers,writers,lead_stars,released_year,oscar_wins,genres,award_nominations,award_wins,rating,votes,metascore,duration,county_of_origins,production_companies,url
The Half of It,a different kind of love story,1,Alice Wu,1,Alice Wu,"Leah Lewis,Daniel Diemer,Alexxis Lemire",2020,0,"Comedy,Drama,Romance",10,2,6.9,34364,74.0,104,United States,Likely Story,https://www.imdb.com/title/tt9683478/
Gunjan Saxena: The Kargil Girl,,1,Sharan Sharma,3,"Nikhil Mehrotra,Sharan Sharma,Hussain Dalal(additional dialogue)","Janhvi Kapoor,Pankaj Tripathi,Angad Bedi",2020,0,"Action,Biography,Drama,War",9,2,5.3,34148,,112,India,"Dharma Productions,Flying Pictures",https://www.imdb.com/title/tt10350626/
The Night House,Get out of the house.,1,David Bruckner,2,"Ben Collins,Luke Piotrowski","Rebecca Hall,Sarah Goldberg,Vondie Curtis-Hall",2020,0,"Horror,Mystery,Thriller",9,0,6.5,33949,68.0,107,"United Kingdom,United States","Anton,Phantom Four Films,TSG Entertainment",https://www.imdb.com/title/tt9731534/
Escape from Pretoria,Survival is key. Freedom is victory.,1,Francis Annan,3,"Francis Annan(screenplay by),L.H. Adams(screenplay by),Tim Jenkin(inspired by the book ""Escape from Pretoria"" by)","Daniel Radcliffe,Daniel Webber,Ian Hart",2020,0,Thriller,2,0,6.8,33178,56.0,106,"United Kingdom,Australia,United States,South Africa,Germany","Footprint Films,Beagle Pug Films,MEP Capital",https://www.imdb.com/title/tt5797184/
Possessor,No Body is Safe,1,Brandon Cronenberg,1,Brandon Cronenberg,"Andrea Riseborough,Christopher Abbott,Jennifer Jason Leigh",2020,0,"Horror,Mystery,Sci-Fi,Thriller",39,15,6.5,31040,72.0,103,"Canada,United Kingdom","Rhombus Media,Rook Films,Particular Crowd",https://www.imdb.com/title/tt5918982/
One Night in Miami,,1,Regina King,1,Kemp Powers(screenplay by),"Kingsley Ben-Adir,Eli Goree,Aldis Hodge",2020,0,Drama,181,67,7.1,30564,83.0,114,United States,"Amazon Studios,ABKCO Films,Snoot Entertainment",https://www.imdb.com/title/tt10612922/
Train to Busan 2,4 years later...,1,Sang-ho Yeon,2,"Sang-ho Yeon,Ryu Yong-jae","Dong-won Gang,Lee Jung-hyun,Re Lee",2020,0,"Action,Horror,Thriller",20,7,5.5,30158,51.0,116,South Korea,"Next Entertainment World,RedPeter Film",https://www.imdb.com/title/tt8850222/
On the Rocks,,1,Sofia Coppola,1,Sofia Coppola,"Bill Murray,Rashida Jones,Marlon Wayans",2020,0,"Comedy,Drama,Romance",40,2,6.4,30111,73.0,96,United States,"A24,American Zoetrope",https://www.imdb.com/title/tt9606374/
Cuties,,1,Maïmouna Doucouré,1,Maïmouna Doucouré(screenplay),"Fathia Youssouf,Médina El Aidi-Azouni,Esther Gohourou",2020,0,Drama,8,3,3.2,29859,67.0,96,France,"Bien Ou Bien Productions,France 3 Cinéma,Canal+",https://www.imdb.com/title/tt9196192/
"Quo vadis, Aida?",,1,Jasmila Zbanic,2,"Jasmila Zbanic(screenplay by),Hasan Nuhanovic(inspired by the book ""Under the UN Flag"" by)","Jasna Djuricic,Izudin Bajrovic,Boris Ler",2020,0,"Drama,History,War",29,29,8.0,29842,97.0,101,"Bosnia and Herzegovina,Austria,Romania,Netherlands,Germany,Poland,France,Turkey,Norway","Deblokada Produkcija,Coop99 Filmproduktion,Digital Cube",https://www.imdb.com/title/tt8633462/
Gretel & Hansel,A grim fairy tale.,1,Oz Perkins,3,"Rob Hayes,Jacob Grimm(fairy tale: ""Hansel and Gretel""),Wilhelm Grimm(fairy tale: ""Hansel and Gretel"")","Sophia Lillis,Samuel Leakey,Alice Krige",2020,0,"Fantasy,Horror,Mystery,Thriller",17,4,5.4,29240,64.0,87,"United States,Canada,Ireland,South Africa","Orion Pictures,BRON Studios,Automatik Entertainment",https://www.imdb.com/title/tt9086228/
The Kissing Booth 2,Rules can be broken... but so can hearts.,1,Vince Marcello,3,"Vince Marcello,Jay S Arnold,Beth Reekles(based on the book ""The Kissing Booth"" by)","Joey King,Joel Courtney,Jacob Elordi",2020,0,"Comedy,Romance",0,2,5.7,29153,39.0,134,"United Kingdom,United States","Netflix,Picture Loom,Clearblack Films",https://www.imdb.com/title/tt9784456/
The Christmas Chronicles: Part Two,The battle to save Christmas is on,1,Chris Columbus,3,"Matt Lieberman(based on characters created by),Chris Columbus,David Guggenheim(based on characters created by)","Kurt Russell,Goldie Hawn,Darby Camp",2020,0,"Adventure,Comedy,Family,Fantasy",1,0,6.0,28923,51.0,112,United States,"1492 Pictures,Wonder Worldwide",https://www.imdb.com/title/tt11057644/
My Spy,,1,Peter Segal,2,"Erich Hoeber,Jon Hoeber","Dave Bautista,Chloe Coleman,Parisa Fitz-Henley",2020,0,"Action,Comedy",0,0,6.4,28856,46.0,99,United States,"Good Fear Content,Dream Bros. Entertainment,Dream Bros. Entertainment",https://www.imdb.com/title/tt8242084/
Wolfwalkers,Be fierce. Be wild. Be free.,2,"Tomm Moore,Ross Stewart",3,"Will Collins(screenplay),Tomm Moore(story),Ross Stewart(story)","Honor Kneafsey(voice),Eva Whittaker(voice),Sean Bean(voice)",2020,0,"Animation,Adventure,Family,Fantasy",67,29,8.0,28686,87.0,103,"Ireland,Luxembourg,France","Apple Original Films,Cartoon Saloon,Mélusine Productions",https://www.imdb.com/title/tt5198068/
Call,,1,Chung-Hyun Lee,2,"Sergio Casci(based on an original screenplay by),Chung-Hyun Lee","Park Shin-Hye,Jeon Jong-seo,Sung-ryung Kim",2020,0,"Crime,Horror,Mystery,Sci-Fi,Thriller",7,3,7.1,28063,,112,South Korea,Yong Film,https://www.imdb.com/title/tt10530176/
After We Collided,Can Love Overcome the Past?,1,Roger Kumble,2,"Anna Todd(screenplay by),Mario Celaya(screenplay by)","Josephine Langford,Hero Fiennes Tiffin,Dylan Sprouse",2020,0,"Drama,Romance",0,1,5.2,28048,14.0,105,United States,"CalMaple,Frayed Pages Entertainment",https://www.imdb.com/title/tt10362466/
All the Bright Places,Live Life at Full Brightness,1,Brett Haley,2,"Jennifer Niven(screenplay by),Liz Hannah(screenplay by)","Elle Fanning,Justice Smith,Alexandra Shipp",2020,0,"Drama,Romance",0,1,6.5,28034,61.0,107,United States,"Echo Lake Entertainment,Mazur / Kaplan Company",https://www.imdb.com/title/tt3907584/
Artemis Fowl,Time to Believe,1,Kenneth Branagh,3,"Eoin Colfer(based on the novel by),Hamish McColl(screenplay by),Conor McPherson(screenplay by)","Ferdia Shaw,Lara McDonnell,Josh Gad",2020,0,"Adventure,Family,Fantasy,Sci-Fi",2,0,4.2,26845,31.0,95,United States,"Walt Disney Pictures,TKBC",https://www.imdb.com/title/tt3089630/
Chhapaak,,1,Meghna Gulzar,2,"Atika Chohan,Meghna Gulzar","Deepika Padukone,Vikrant Massey,Madhurjeet Sarghi",2020,0,"Biography,Drama",7,4,5.1,26421,,120,India,"Absolute Productions,Fox STAR Studios,KA Productions",https://www.imdb.com/title/tt9614460/
Host,Someone new has joined the meeting,1,Rob Savage,3,"Gemma Hurley,Rob Savage,Jed Shepherd","Haley Bishop,Jemma Moore,Emma Louise Webb",2020,0,"Horror,Mystery",8,2,6.5,26257,73.0,57,United Kingdom,Shadowhouse Films,https://www.imdb.com/title/tt12749596/
The Rental,Secluded getaway. Killer views.,1,Dave Franco,3,"Dave Franco(screenplay by),Joe Swanberg(screenplay by),Mike Demski(story by)","Dan Stevens,Alison Brie,Sheila Vand",2020,0,"Drama,Horror,Mystery,Thriller",5,0,5.7,26117,62.0,88,United States,Black Bear Pictures,https://www.imdb.com/title/tt10003008/
