title,tagline,no_of_directors,directors,no_of_writers,writers,lead_stars,released_year,oscar_wins,genres,award_nominations,award_wins,rating,votes,metascore,duration,county_of_origins,production_companies,url
Cloud Atlas,Everything Is Connected,3,"Lilly Wachowski,Tom Tykwer,Lana Wachowski",3,"David Mitchell(novel ""Cloud Atlas""),Lana Wachowski(written for the screen by),Tom Tykwer(written for the screen by)","Tom Hanks,Halle Berry,Hugh Grant",2012,0,"Drama,Mystery,Sci-Fi",79,15,7.4,357223,55.0,172,"United States,Germany,Hong Kong,Singapore,China","Cloud Atlas Productions,X-Filme Creative Pool,Anarchos Pictures",https://www.imdb.com/title/tt1371111/
Men in Black 3,They are back... in time.,1,Barry Sonnenfeld,2,"Etan Cohen,Lowell Cunningham(based on the Malibu comic by)","Will Smith,Tommy Lee Jones,Josh Brolin",2012,0,"Action,Adventure,Comedy,Sci-Fi",13,1,6.8,352070,58.0,106,"United States,United Arab Emirates","Columbia Pictures,Hemisphere Media Capital,Amblin Entertainment",https://www.imdb.com/title/tt1409024/
Flight,,1,Robert Zemeckis,1,John Gatins,"Denzel Washington,Nadine Velazquez,Don Cheadle",2012,0,"Drama,Thriller",45,15,7.3,343811,76.0,138,"United States,United Arab Emirates","Paramount Pictures,ImageMovers,Parkes/MacDonald Image Nation",https://www.imdb.com/title/tt1907668/
Moonrise Kingdom,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,1,Wes Anderson,2,"Wes Anderson,Roman Coppola","Jared Gilman,Kara Hayward,Bruce Willis",2012,0,"Comedy,Drama,Romance",122,36,7.8,339600,84.0,94,United States,"Indian Paintbrush,American Empirical Pictures,Moonrise",https://www.imdb.com/title/tt1748122/
Jack Reacher,The law has limits. He does not.,1,Christopher McQuarrie,2,"Lee Child(based on the book ""One Shot"" by),Christopher McQuarrie(written for the screen by)","Tom Cruise,Rosamund Pike,Richard Jenkins",2012,0,"Action,Thriller",6,1,7.0,327776,50.0,130,United States,"Paramount Pictures,Skydance Media,H2L Media ""AKA"" Mutual Film Company",https://www.imdb.com/title/tt0790724/
Les Misérables,Fight. Dream. Hope. Love.,1,Tom Hooper,3,"William Nicholson(screenplay by),Alain Boublil(screenplay by),Claude-Michel Schönberg(screenplay by)","Hugh Jackman,Russell Crowe,Anne Hathaway",2012,3,"Drama,Musical,Romance",177,85,7.6,322521,63.0,158,"United Kingdom,United States","Universal Pictures,Working Title Films,Cameron Mackintosh Ltd.",https://www.imdb.com/title/tt1707386/
Jagten,The lie is spreading.,1,Thomas Vinterberg,2,"Tobias Lindholm(screenplay),Thomas Vinterberg(screenplay)","Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp",2012,0,Drama,73,38,8.3,313427,77.0,115,"Denmark,Sweden","Danmarks Radio (DR),Det Danske Filminstitut,Eurimages",https://www.imdb.com/title/tt2106476/
The Expendables 2,Back for War.,1,Simon West,3,"Richard Wenk(screenplay),Sylvester Stallone(screenplay),Ken Kaufman(story)","Sylvester Stallone,Liam Hemsworth,Randy Couture",2012,0,"Action,Adventure,Thriller",5,4,6.6,302140,51.0,103,"United States,Germany,China","Lionsgate,Millennium Films,Nu Image Entertainment GmbH",https://www.imdb.com/title/tt1764651/
Taken 2,First they took his daughter. Now they're coming for him.,1,Olivier Megaton,2,"Luc Besson(based on characters created by),Robert Mark Kamen(based on characters created by)","Liam Neeson,Famke Janssen,Maggie Grace",2012,0,"Action,Crime,Thriller",3,1,6.3,301156,45.0,92,"France,United States,Turkey,United Kingdom","EuropaCorp,M6 Films,Grive Productions",https://www.imdb.com/title/tt1397280/
The Bourne Legacy,There Was Never Just One,1,Tony Gilroy,3,"Tony Gilroy(screenplay),Dan Gilroy(screenplay),Robert Ludlum(inspired by ""The Bourne Series"" created by)","Jeremy Renner,Rachel Weisz,Edward Norton",2012,0,"Action,Adventure,Thriller",11,1,6.6,296545,61.0,135,"United States,Japan","Universal Pictures,Relativity Media,The Kennedy/Marshall Company",https://www.imdb.com/title/tt1194173/
Pitch Perfect,Get Pitch Slapped,1,Jason Moore,2,"Kay Cannon(screenplay),Mickey Rapkin(based on the book by)","Anna Kendrick,Brittany Snow,Rebel Wilson",2012,0,"Comedy,Music,Romance",20,7,7.1,295742,66.0,112,United States,"Brownstone Productions (II),Gold Circle Films",https://www.imdb.com/title/tt1981677/
The Dictator,,1,Larry Charles,3,"Sacha Baron Cohen,Alec Berg,David Mandel","Sacha Baron Cohen,Anna Faris,John C. Reilly(uncredited)",2012,0,Comedy,1,1,6.4,294729,58.0,83,United States,"Paramount Pictures,Four by Two Films",https://www.imdb.com/title/tt1645170/
Zero Dark Thirty,The greatest manhunt in history.,1,Kathryn Bigelow,1,Mark Boal,"Jessica Chastain,Joel Edgerton,Chris Pratt",2012,1,"Drama,History,Thriller,War",174,85,7.4,290310,95.0,157,United States,"Columbia Pictures,Annapurna Pictures,First Light Production",https://www.imdb.com/title/tt1790885/
Snow White and the Huntsman,The Fairytale is Over.,1,Rupert Sanders,3,"Evan Daugherty(screenplay),John Lee Hancock(screenplay),Hossein Amini(screenplay)","Kristen Stewart,Chris Hemsworth,Charlize Theron",2012,0,"Action,Adventure,Drama,Fantasy",33,13,6.1,284032,57.0,127,"United States,United Kingdom","Roth Films,Universal Pictures",https://www.imdb.com/title/tt1735898/
Dredd,Judgment is coming,1,Pete Travis,3,"John Wagner('Judge Dredd' created by),Carlos Ezquerra('Judge Dredd' created by),Alex Garland(screenplay by)","Karl Urban,Olivia Thirlby,Lena Headey",2012,0,"Action,Crime,Sci-Fi",14,2,7.1,267146,60.0,95,"United Kingdom,South Africa","DNA Films,Peach Trees,Rena Films",https://www.imdb.com/title/tt1343727/
John Carter,Lost in Our World. Found in Another.,1,Andrew Stanton,3,"Andrew Stanton(screenplay by),Mark Andrews(screenplay by),Michael Chabon(screenplay by)","Taylor Kitsch,Lynn Collins,Willem Dafoe",2012,0,"Action,Adventure,Sci-Fi",8,2,6.6,266415,51.0,132,United States,Walt Disney Pictures,https://www.imdb.com/title/tt0401729/
The Place Beyond the Pines,One moment can change your life.,1,Derek Cianfrance,3,"Derek Cianfrance(story),Ben Coccio(story),Darius Marder(screenplay)","Ryan Gosling,Bradley Cooper,Eva Mendes",2012,0,"Crime,Drama,Thriller",22,5,7.3,260458,68.0,140,United States,"Sidney Kimmel Entertainment,Electric City Entertainment,Verisimilitude",https://www.imdb.com/title/tt1817273/
Dark Shadows,Every Family Has Its Demons,1,Tim Burton,3,"Seth Grahame-Smith(screenplay),John August(story),Dan Curtis(television series)","Johnny Depp,Michelle Pfeiffer,Eva Green",2012,0,"Comedy,Fantasy,Horror",13,2,6.2,260259,55.0,113,"United States,Australia,United Kingdom","Warner Bros.,Village Roadshow Pictures,Infinitum Nihil",https://www.imdb.com/title/tt1077368/
Lincoln,,1,Steven Spielberg,2,"Tony Kushner(screenplay by),Doris Kearns Goodwin(based in part on the book ""Team of Rivals: The Political Genius of Abraham Lincoln"" by)","Daniel Day-Lewis,Sally Field,David Strathairn",2012,2,"Biography,Drama,History,War",252,107,7.3,255667,86.0,150,"United States,India","Dreamworks Pictures,Twentieth Century Fox,Reliance Entertainment",https://www.imdb.com/title/tt0443272/
Seven Psychopaths,They Won't Take Any Shih Tzu.,1,Martin McDonagh,1,Martin McDonagh,"Colin Farrell,Woody Harrelson,Sam Rockwell",2012,0,"Comedy,Crime",21,3,7.2,251870,66.0,110,"United Kingdom,United States","CBS Films,Film4,British Film Institute (BFI)",https://www.imdb.com/title/tt1931533/
Total Recall,What is real?,1,Len Wiseman,3,"Kurt Wimmer(screenplay by),Mark Bomback(screenplay by),Ronald Shusett(screen story by)","Colin Farrell,Bokeem Woodbine,Bryan Cranston",2012,0,"Action,Adventure,Sci-Fi,Thriller",6,2,6.2,250117,43.0,118,"United States,Canada","Total Recall,Original Film,Prime Focus",https://www.imdb.com/title/tt1386703/
Chronicle,What are you capable of?,1,Josh Trank,2,"Max Landis(screenplay),Josh Trank(story)","Dane DeHaan,Alex Russell,Michael B. Jordan",2012,0,"Action,Drama,Sci-Fi,Thriller",7,2,7.0,247099,69.0,89,United States,"Twentieth Century Fox,Davis Entertainment,Dune Entertainment",https://www.imdb.com/title/tt1706593/
Hotel Transylvania,Where monsters go to get away from it all,1,Genndy Tartakovsky,3,"Peter Baynham(screenplay by),Robert Smigel(screenplay by),Todd Durham(story by)","Adam Sandler(voice),Kevin James(voice),Andy Samberg(voice)",2012,0,"Animation,Comedy,Family,Fantasy,Horror",15,2,7.1,244874,47.0,91,United States,"Columbia Pictures,Sony Pictures Animation,Happy Madison Productions",https://www.imdb.com/title/tt0837562/
Battleship,The Battle for Earth Begins at Sea,1,Peter Berg,2,"Jon Hoeber,Erich Hoeber","Alexander Skarsgård,Brooklyn Decker,Liam Neeson",2012,0,"Action,Adventure,Sci-Fi,Thriller",16,4,5.8,243576,41.0,131,"United States,Japan","Universal Pictures,Hasbro,Bluegrass Films",https://www.imdb.com/title/tt1440129/
The Twilight Saga: Breaking Dawn - Part 2,The epic finale that will live forever,1,Bill Condon,2,"Melissa Rosenberg(screenplay),Stephenie Meyer(novel ""Breaking Dawn"")","Kristen Stewart,Robert Pattinson,Taylor Lautner",2012,0,"Adventure,Drama,Fantasy,Romance",15,21,5.5,242839,52.0,115,United States,"Summit Entertainment,Temple Hill Entertainment,Sunswept Entertainment",https://www.imdb.com/title/tt1673434/
End of Watch,Every moment of your life they stand watch,1,David Ayer,1,David Ayer,"Jake Gyllenhaal,Michael Peña,Anna Kendrick",2012,0,"Action,Crime,Drama,Thriller",10,3,7.6,240800,68.0,109,United States,"Exclusive Media Group,Emmett/Furla/Oasis Films (EFO Films),Hedge Fund Film Partners",https://www.imdb.com/title/tt1855199/
Sinister,"Once you see him, nothing can save you.",1,Scott Derrickson,2,"Scott Derrickson,C. Robert Cargill","Ethan Hawke,Juliet Rylance,James Ransone",2012,0,"Horror,Mystery,Thriller",14,3,6.8,239750,53.0,110,"United States,United Kingdom,Canada","Summit Entertainment,Alliance,IM Global",https://www.imdb.com/title/tt1922777/
Lawless,"When the law became corrupt, outlaws became heroes.",1,John Hillcoat,2,"Nick Cave(screenplay by),Matt Bondurant(based on the book by: ""The Wettest County in the World"")","Tom Hardy,Shia LaBeouf,Guy Pearce",2012,0,"Biography,Crime,Drama",8,1,7.3,237761,58.0,116,United States,"The Weinstein Company,Yucaipa Films,Revolt Films",https://www.imdb.com/title/tt1212450/
Safe House,No One Is Safe,1,Daniel Espinosa,1,David Guggenheim,"Denzel Washington,Ryan Reynolds,Robert Patrick",2012,0,"Action,Thriller",7,1,6.7,218555,52.0,115,"South Africa,United States,Japan","Universal Pictures,Relativity Media,Bluegrass Films",https://www.imdb.com/title/tt1599348/
Lo Imposible,Nothing is more powerful than the human spirit.,1,J.A. Bayona,2,"Sergio G. Sánchez,María Belón(story)","Naomi Watts,Ewan McGregor,Tom Holland",2012,0,"Adventure,Drama,History,Thriller",70,28,7.6,216468,73.0,114,"Spain,Thailand,United States","Mediaset España,Summit Entertainment,Apaches Entertainment",https://www.imdb.com/title/tt1649419/
American Reunion,The class of '99 returns for their high school reunion.,2,"Jon Hurwitz,Hayden Schlossberg",3,"Jon Hurwitz(screenplay),Hayden Schlossberg(screenplay),Adam Herz(characters)","Jason Biggs,Alyson Hannigan,Seann William Scott",2012,0,Comedy,4,1,6.7,210656,49.0,113,United States,"Universal Pictures,Practical Pictures,Relativity Media",https://www.imdb.com/title/tt1605630/
Ice Age: Continental Drift,"When the Earth falls apart, history's greatest heroes will keep it together.",2,"Steve Martino,Michael Thurmeier",3,"Michael Berg(screenplay by),Jason Fuchs(screenplay by),Lori Forte(story)","Ray Romano(voice),Denis Leary(voice),John Leguizamo(voice)",2012,0,"Animation,Adventure,Comedy,Family",11,2,6.5,203004,49.0,88,United States,"Blue Sky Studios,FortyFour Studios,Twentieth Century Fox Animation",https://www.imdb.com/title/tt1667889/
Project X,You are invited,1,Nima Nourizadeh,2,"Matt Drake(screenplay),Michael Bacall(screenplay)","Thomas Mann,Oliver Cooper,Jonathan Daniel Brown",2012,0,Comedy,5,0,6.7,201909,48.0,88,United States,"Green Hat Films,Silver Pictures",https://www.imdb.com/title/tt1636826/
The Vow,Inspired by True Events,1,Michael Sucsy,3,"Abby Kohn(screenplay),Marc Silverstein(screenplay),Jason Katims(screenplay)","Rachel McAdams,Channing Tatum,Sam Neill",2012,0,"Drama,Romance",14,3,6.8,190994,43.0,104,United States,"Screen Gems,Spyglass Entertainment",https://www.imdb.com/title/tt1606389/
Wrath of the Titans,Feel the Wrath,1,Jonathan Liebesman,3,"Dan Mazeau(screenplay),David Leslie Johnson-McGoldrick(screenplay),Greg Berlanti(story)","Sam Worthington,Liam Neeson,Rosamund Pike",2012,0,"Action,Adventure,Fantasy",3,2,5.7,186898,37.0,99,"United States,Spain","Warner Bros.,Legendary Entertainment,Cott Productions",https://www.imdb.com/title/tt1646987/
This Means War,It's spy against spy.,1,McG,3,"Timothy Dowling(screenplay),Simon Kinberg(screenplay),Marcus Gautesen(story)","Reese Witherspoon,Chris Pine,Tom Hardy",2012,0,"Action,Comedy,Romance",6,1,6.3,183248,31.0,103,United States,"Overbrook Entertainment,Robert Simonds Productions,Dune Entertainment",https://www.imdb.com/title/tt1596350/
The Woman in Black,Do you believe in ghosts?,1,James Watkins,2,"Susan Hill(novel),Jane Goldman(screenplay)","Daniel Radcliffe,Janet McTeer,Ciarán Hinds",2012,0,"Drama,Fantasy,Horror,Thriller",14,5,6.4,180404,62.0,95,"United Kingdom,Canada,United States,Sweden","CBS Films,Cross Creek Pictures,Hammer Films",https://www.imdb.com/title/tt1596365/
Mud,Entangled in his past. Running from the law. All for love.,1,Jeff Nichols,1,Jeff Nichols,"Matthew McConaughey,Tye Sheridan,Jacob Lofland",2012,0,Drama,39,15,7.4,176556,76.0,130,United States,"Lionsgate,Everest Entertainment,Brace Cove Productions",https://www.imdb.com/title/tt1935179/
Madagascar 3: Europe's Most Wanted,"Six years ago, they disappeared without a trace. Next summer, they finally resurface",3,"Eric Darnell,Tom McGrath,Conrad Vernon",3,"Eric Darnell(screenplay by),Noah Baumbach(screenplay by),Mark Burton(based on the characters created by)","Ben Stiller(voice),Jada Pinkett Smith(voice),Chris Rock(voice)",2012,0,"Animation,Adventure,Comedy,Family",20,3,6.8,174835,60.0,95,United States,"DreamWorks Animation,Pacific Data Images (PDI)",https://www.imdb.com/title/tt1277953/
Rise of the Guardians,"Naughty, nice. You better believe.",1,Peter Ramsey,2,"David Lindsay-Abaire(screenplay),William Joyce(based on the book series ""Guardians of Childhood"" by)","Hugh Jackman(voice),Alec Baldwin(voice),Isla Fisher(voice)",2012,0,"Animation,Action,Adventure,Comedy,Drama,Family,Fantasy",32,14,7.3,169014,58.0,97,United States,DreamWorks Animation,https://www.imdb.com/title/tt1446192/
The Master,,1,Paul Thomas Anderson,1,Paul Thomas Anderson,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams",2012,0,Drama,187,75,7.2,167712,86.0,138,United States,"The Weinstein Company,Ghoulardi Film Company,Annapurna Pictures",https://www.imdb.com/title/tt1560747/
Abraham Lincoln: Vampire Hunter,Are you a patriot or a vampire?,1,Timur Bekmambetov,1,Seth Grahame-Smith(screenplay by),"Benjamin Walker,Rufus Sewell,Dominic Cooper",2012,0,"Action,Fantasy,Horror",1,0,5.9,154096,42.0,105,"United States,Russia","Abraham Productions,Bazelevs Production,Genre Films",https://www.imdb.com/title/tt1611224/
Underworld: Awakening,Vengeance Returns,2,"Måns Mårlind,Björn Stein",3,"Len Wiseman(screenplay),John Hlavin(screenplay),J. Michael Straczynski(screenplay)","Kate Beckinsale,Michael Ealy,India Eisley",2012,0,"Action,Fantasy,Horror,Sci-Fi",0,1,6.3,151907,39.0,88,"United States,Canada","Screen Gems,Lakeshore Entertainment,Sketch Films",https://www.imdb.com/title/tt1496025/
Man on a Ledge,You can only push an innocent man so far.,1,Asger Leth,1,Pablo F. Fenjves,"Sam Worthington,Elizabeth Banks,Jamie Bell",2012,0,"Action,Crime,Thriller",1,0,6.6,149919,40.0,102,United States,"Summit Entertainment,Di Bonaventura Pictures",https://www.imdb.com/title/tt1568338/
Killing Them Softly,In America you're on your own,1,Andrew Dominik,2,"Andrew Dominik(screenplay),George V. Higgins(based on the novel ""Cogan's Trade"" by)","Brad Pitt,Ray Liotta,Richard Jenkins",2012,0,"Crime,Drama,Thriller",9,3,6.2,140608,64.0,97,United States,"Plan B Entertainment,1984 Private Defense Contractors,Annapurna Pictures",https://www.imdb.com/title/tt1764234/
Spring Breakers,Wish You Were Here,1,Harmony Korine,1,Harmony Korine,"Vanessa Hudgens,Selena Gomez,Ashley Benson",2012,0,"Crime,Drama,Thriller",36,10,5.3,140323,63.0,94,"United States,France","Muse Productions,Division Films,O' Salvation",https://www.imdb.com/title/tt2101441/
Resident Evil: Retribution,Evil goes global,1,Paul W.S. Anderson,1,Paul W.S. Anderson,"Milla Jovovich,Sienna Guillory,Michelle Rodriguez",2012,0,"Action,Adventure,Horror,Sci-Fi,Thriller",6,2,5.4,139405,39.0,95,"Germany,Canada","Constantin Film International,Davis Films/Impact Pictures (RE5)",https://www.imdb.com/title/tt1855325/
Magic Mike,Work all day. Work it all night.,1,Steven Soderbergh,1,Reid Carolin,"Channing Tatum,Alex Pettyfer,Olivia Munn",2012,0,"Comedy,Drama",14,9,6.1,136220,72.0,110,United States,"Iron Horse Entertainment (II),Extension 765,St. Petersburg Clearwater Film Commission",https://www.imdb.com/title/tt1915581/
This Is 40,The Sort-of Sequel to 'Knocked Up',1,Judd Apatow,1,Judd Apatow(based on characters created by),"Paul Rudd,Leslie Mann,Maude Apatow",2012,0,"Comedy,Romance",11,2,6.2,135939,59.0,134,United States,"Apatow Productions,Forty Productions",https://www.imdb.com/title/tt1758830/
The Campaign,May the best loser win.,1,Jay Roach,3,"Chris Henchy(screenplay),Shawn Harwell(screenplay),Adam McKay(story)","Will Ferrell,Zach Galifianakis,Jason Sudeikis",2012,0,Comedy,4,2,6.1,129718,50.0,85,United States,"Warner Bros.,Gary Sanchez Productions,Everyman Pictures",https://www.imdb.com/title/tt1790886/
Savages,Young. Beautiful. Deadly.,1,Oliver Stone,3,"Shane Salerno(screenplay),Don Winslow(screenplay),Oliver Stone(screenplay)","Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively",2012,0,"Action,Crime,Drama,Thriller",7,0,6.5,128584,59.0,131,United States,"Ixtlan,Onda Entertainment,Relativity Media",https://www.imdb.com/title/tt1615065/
The Watch,Got Protection?,1,Akiva Schaffer,3,"Jared Stern,Seth Rogen,Evan Goldberg","Ben Stiller,Vince Vaughn,Jonah Hill",2012,0,"Comedy,Sci-Fi",2,0,5.7,125529,36.0,102,United States,"Twentieth Century Fox,Dune Entertainment,21 Laps Entertainment",https://www.imdb.com/title/tt1298649/
Safety Not Guaranteed,WANTED Someone to go back in time with me. This is not a joke. You'll get paid when we get back. Must bring your own weapons. Safety not guaranteed. I have only done this once before.,1,Colin Trevorrow,1,Derek Connolly,"Aubrey Plaza,Mark Duplass,Jake Johnson",2012,0,"Comedy,Drama,Romance",18,8,7.0,124603,72.0,86,United States,"FilmDistrict,Big Beach Films,Duplass Brothers Productions",https://www.imdb.com/title/tt1862079/
Contraband,What would you hide to protect your family?,1,Baltasar Kormákur,3,"Aaron Guzikowski(screenplay),Arnaldur Indriðason(film ""Reykjavik-Rotterdam""),Óskar Jónasson(film ""Reykjavik-Rotterdam"")","Mark Wahlberg,Giovanni Ribisi,Kate Beckinsale",2012,0,"Action,Crime,Drama,Thriller",0,1,6.4,121039,51.0,109,"United States,United Kingdom,France","Universal Pictures,Relativity Media,Working Title Films",https://www.imdb.com/title/tt1524137/
Premium Rush,Ride Like Hell,1,David Koepp,2,"David Koepp,John Kamps","Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez",2012,0,"Action,Crime,Thriller",4,1,6.5,112861,66.0,91,United States,"Columbia Pictures,Pariah",https://www.imdb.com/title/tt1547234/
Seeking a Friend for the End of the World,Nice knowing you.,1,Lorene Scafaria,1,Lorene Scafaria,"Steve Carell,Keira Knightley,Melanie Lynskey",2012,0,"Adventure,Comedy,Drama,Romance,Sci-Fi",3,0,6.7,112351,59.0,101,United States,"Focus Features,Mandate Pictures,Indian Paintbrush",https://www.imdb.com/title/tt1307068/
Safe,She has the code. He is the key.,1,Boaz Yakin,1,Boaz Yakin,"Jason Statham,Catherine Chan,Chris Sarandon",2012,0,"Action,Crime,Thriller",2,0,6.5,108697,55.0,94,United States,"IM Global,Lionsgate,Automatik Entertainment",https://www.imdb.com/title/tt1656190/
The Lorax,From the creators of Despicable Me.,2,"Chris Renaud,Kyle Balda",3,"Dr. Seuss(based on the book by),Cinco Paul(screenplay by),Ken Daurio(screenplay by)","Zac Efron(voice),Taylor Swift(voice),Danny DeVito(voice)",2012,0,"Animation,Adventure,Comedy,Drama,Family,Fantasy,Musical",8,4,6.4,107927,46.0,86,"United States,France","Universal Pictures,Illumination Entertainment,Dr. Seuss Enterprises",https://www.imdb.com/title/tt1482459/
