title,tagline,no_of_directors,directors,no_of_writers,writers,lead_stars,released_year,oscar_wins,genres,award_nominations,award_wins,rating,votes,metascore,duration,county_of_origins,production_companies,url
Pirates of the Caribbean: Dead Men Tell No Tales,All pirates must die.,2,"Joachim Rønning,Espen Sandberg",3,"Jeff Nathanson(screenplay by),Terry Rossio(story by),Ted Elliott(based on characters created by)","Johnny Depp,Geoffrey Rush,Javier Bardem",2017,0,"Action,Adventure,Fantasy",13,1,6.5,289512,39.0,129,"United States,Australia,United Kingdom,Canada","Walt Disney Pictures,Jerry Bruckheimer Films,Infinitum Nihil",https://www.imdb.com/title/tt1790809/
Lady Bird,Time to Fly.,1,Greta Gerwig,1,Greta Gerwig,"Saoirse Ronan,Laurie Metcalf,Tracy Letts",2017,0,"Comedy,Drama",228,122,7.4,272159,93.0,94,United States,"IAC Films,Scott Rudin Productions,Entertainment 360",https://www.imdb.com/title/tt4925292/
Alien: Covenant,Run,1,Ridley Scott,3,"Dan O'Bannon(based on characters created by),Ronald Shusett(based on characters created by),Jack Paglen(story by)","Michael Fassbender,Katherine Waterston,Billy Crudup",2017,0,"Horror,Sci-Fi,Thriller",13,2,6.4,271127,65.0,122,"United States,United Kingdom","Twentieth Century Fox,TSG Entertainment,Scott Free Productions",https://www.imdb.com/title/tt2316204/
The Greatest Showman,The Impossible Comes True,1,Michael Gracey,2,"Jenny Bicks(screenplay by),Bill Condon(screenplay by)","Hugh Jackman,Michelle Williams,Zac Efron",2017,0,"Biography,Drama,Musical",32,17,7.6,266016,48.0,105,United States,"Bona Film Group,Chernin Entertainment,TSG Entertainment",https://www.imdb.com/title/tt1485796/
Call Me by Your Name,Is it better to speak or die?,1,Luca Guadagnino,2,"James Ivory(screenplay by),André Aciman(based on the novel by)","Armie Hammer,Timothée Chalamet,Michael Stuhlbarg",2017,1,"Drama,Romance",259,95,7.9,249823,93.0,132,"Italy,France,United States,Brazil","Frenesy Film Company,La Cinéfacture,RT Features",https://www.imdb.com/title/tt5726616/
War for the Planet of the Apes,For freedom. For family. For the planet.,1,Matt Reeves,3,"Mark Bomback,Matt Reeves,Rick Jaffa(based on characters created by)","Andy Serkis,Woody Harrelson,Steve Zahn",2017,0,"Action,Adventure,Drama,Sci-Fi,Thriller",66,28,7.4,245029,82.0,140,United States,"Twentieth Century Fox,Chernin Entertainment,TSG Entertainment",https://www.imdb.com/title/tt3450958/
Wind River,Nothing is harder to track than the truth.,1,Taylor Sheridan,1,Taylor Sheridan,"Elizabeth Olsen,Jeremy Renner,Graham Greene",2017,0,"Crime,Drama,Mystery,Thriller,Western",26,15,7.7,236707,73.0,107,"United Kingdom,United States,France","Acacia Filmed Entertainment,Savvy Media Holdings,The Fyzz Facility",https://www.imdb.com/title/tt5362988/
Murder on the Orient Express,Everyone is a Suspect.,1,Kenneth Branagh,2,"Michael Green(screenplay by),Agatha Christie(based upon the novel by)","Kenneth Branagh,Penélope Cruz,Willem Dafoe",2017,0,"Crime,Drama,Mystery",25,1,6.5,230851,52.0,114,"Malta,United States,United Kingdom","Twentieth Century Fox,Genre Films,Kinberg Genre",https://www.imdb.com/title/tt3402236/
The Fate of the Furious,New roads ahead,1,F. Gary Gray,2,"Gary Scott Thompson(based on characters created by),Chris Morgan","Vin Diesel,Jason Statham,Dwayne Johnson",2017,0,"Action,Crime,Thriller",12,2,6.6,223787,56.0,136,"China,United States,Japan","Universal Pictures,China Film Group Corporation (CFGC),Original Film",https://www.imdb.com/title/tt4630562/
Life,Be careful what you search for.,1,Daniel Espinosa,2,"Rhett Reese,Paul Wernick","Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds",2017,0,"Horror,Sci-Fi,Thriller",8,0,6.6,221543,54.0,104,United States,"Columbia Pictures,Skydance Media,Skydance Media",https://www.imdb.com/title/tt5442430/
The Hitman's Bodyguard,Everyone's out to get them... If they don't kill each other first.,1,Patrick Hughes,1,Tom O'Connor,"Ryan Reynolds,Samuel L. Jackson,Gary Oldman",2017,0,"Action,Comedy,Crime,Thriller",8,1,6.9,220143,47.0,118,"United States,Hong Kong,Bulgaria,Netherlands,Canada,United Kingdom,France","Summit Entertainment,Millennium Media,Cristal Pictures",https://www.imdb.com/title/tt1959563/
Mother!,seeing is believing,1,Darren Aronofsky,1,Darren Aronofsky,"Jennifer Lawrence,Javier Bardem,Ed Harris",2017,0,"Drama,Horror,Mystery",44,9,6.6,212976,75.0,121,United States,"Paramount Pictures,Protozoa Pictures",https://www.imdb.com/title/tt5109784/
Ghost in the Shell,They did not save your life. They stole it.,1,Rupert Sanders,3,"Shirow Masamune(based on the comic ""The Ghost in the Shell"" by),Jamie Moss(screenplay by),William Wheeler(screenplay by)","Scarlett Johansson,Pilou Asbæk,Takeshi Kitano",2017,0,"Action,Crime,Drama,Sci-Fi,Thriller",6,3,6.3,209588,52.0,107,"United States,India,Hong Kong,China,Canada","Paramount Pictures,Dreamworks Pictures,Reliance Entertainment",https://www.imdb.com/title/tt1219827/
King Arthur: Legend of the Sword,Raised on the streets. Born to be king.,1,Guy Ritchie,3,"Joby Harold(screenplay by),Guy Ritchie(screenplay by),Lionel Wigram(screenplay by)","Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law",2017,0,"Action,Adventure,Drama,Fantasy",10,0,6.7,209364,41.0,126,"United Kingdom,United States,Australia","Warner Bros.,Village Roadshow Pictures,Weed Road Pictures",https://www.imdb.com/title/tt1972591/
"I, Tonya",There's no need to have class when you have talent.,1,Craig Gillespie,1,Steven Rogers,"Margot Robbie,Sebastian Stan,Allison Janney",2017,1,"Biography,Comedy,Drama,Sport",127,45,7.5,204570,77.0,119,"United States,United Kingdom","AI-Film,Clubhouse Pictures (II),Georgia Film, Music & Digital Entertainment Office",https://www.imdb.com/title/tt5580036/
Darkest Hour,"Never, never, never surrender.",1,Joe Wright,1,Anthony McCarten,"Gary Oldman,Lily James,Kristin Scott Thomas",2017,2,"Biography,Drama,War",82,54,7.4,192470,75.0,125,"United Kingdom,United States","Focus Features,Perfect World Pictures,Working Title Films",https://www.imdb.com/title/tt4555426/
Atomic Blonde,Talents can be overrated.,1,David Leitch,3,"Kurt Johnstad(screenplay by),Antony Johnston(based on the Oni Press graphic novel series ""The Coldest City"" written by),Sam Hart(based on the Oni Press graphic novel series ""The Coldest City"" illustrated by)","Charlize Theron,James McAvoy,John Goodman",2017,0,"Action,Thriller",18,10,6.7,187741,63.0,115,"United States,Germany,Sweden,Hungary","Focus Features,87Eleven,Chickie the Cop",https://www.imdb.com/title/tt2406566/
Bright,,1,David Ayer,1,Max Landis,"Will Smith,Joel Edgerton,Noomi Rapace",2017,0,"Action,Fantasy,Thriller",7,1,6.3,182286,29.0,117,United States,"Clubhouse Pictures (II),Overbrook Entertainment,Netflix",https://www.imdb.com/title/tt5519340/
The Mummy,Welcome to a New World of Gods and Monsters,1,Alex Kurtzman,3,"David Koepp(screenplay by),Christopher McQuarrie(screenplay by),Dylan Kussman(screenplay by)","Tom Cruise,Sofia Boutella,Annabelle Wallis",2017,0,"Action,Adventure,Fantasy,Horror,Thriller",17,6,5.4,182166,34.0,110,"United States,China,Japan","Universal Pictures,Dark Universe,Perfect World Pictures",https://www.imdb.com/title/tt2345759/
Baywatch,"Don't worry, summer is coming",1,Seth Gordon,3,"Michael Berk(based on the series ""Baywatch"" created by),Douglas Schwartz(based on the series ""Baywatch"" created by),Gregory J. Bonann(based on the series ""Baywatch"" created by)","Dwayne Johnson,Zac Efron,Alexandra Daddario",2017,0,"Action,Comedy,Crime",11,5,5.5,178845,37.0,116,"United Kingdom,China,United States","Paramount Pictures,Uncharted,Shanghai Film Group",https://www.imdb.com/title/tt1469304/
Valerian and the City of a Thousand Planets,From the visionary director of The Fifth Element and Lucy,1,Luc Besson,3,"Pierre Christin(based on the comic book series ""Valerian and Laureline"" by),Jean-Claude Mézières(based on the comic book series ""Valerian and Laureline"" by),Luc Besson(screenplay by)","Dane DeHaan,Cara Delevingne,Clive Owen",2017,0,"Action,Adventure,Fantasy,Sci-Fi",11,0,6.5,175587,51.0,136,"France,China,Germany,United Arab Emirates,United States","EuropaCorp,TF1 Films Production,OCS",https://www.imdb.com/title/tt2239822/
American Made,The sky is never the limit.,1,Doug Liman,1,Gary Spinelli,"Tom Cruise,Domhnall Gleeson,Sarah Wright",2017,0,"Action,Comedy,Crime,Drama",3,0,7.2,172185,65.0,114,"United States,Japan,Colombia","Cross Creek Pictures,Imagine Entertainment,Quadrant Pictures",https://www.imdb.com/title/tt3532216/
Molly's Game,Deal with her.,1,Aaron Sorkin,2,"Aaron Sorkin(written for the screen by),Molly Bloom(based on the book by)","Jessica Chastain,Idris Elba,Kevin Costner",2017,0,"Biography,Crime,Drama",52,8,7.4,161605,71.0,140,"China,Canada,United States","STX Entertainment,Huayi Brothers Pictures,The Mark Gordon Company",https://www.imdb.com/title/tt4209788/
Wonder,Are you ready to meet Auggie Pullman?,1,Stephen Chbosky,3,"Stephen Chbosky(screenplay by),Steve Conrad(screenplay by),Jack Thorne(screenplay by)","Jacob Tremblay,Owen Wilson,Izabela Vidovic",2017,0,"Drama,Family",28,5,8.0,157170,66.0,113,"United States,Hong Kong,Canada","Lionsgate,Participant,Walden Media",https://www.imdb.com/title/tt2543472/
The Disaster Artist,Based on the true story of one movie so bad it became infamous.,1,James Franco,3,"Scott Neustadter(screenplay by),Michael H. Weber(screenplay by),Greg Sestero(based on the book ""The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made"" by)","James Franco,Dave Franco,Ari Graynor",2017,0,"Biography,Comedy,Drama",86,32,7.3,148593,76.0,104,United States,"Good Universe,New Line Cinema,Point Grey Pictures",https://www.imdb.com/title/tt3521126/
The Post,Truth be told,1,Steven Spielberg,2,"Liz Hannah,Josh Singer","Meryl Streep,Tom Hanks,Sarah Paulson",2017,0,Drama,114,21,7.2,146595,83.0,116,"United States,United Kingdom","Twentieth Century Fox,Dreamworks Pictures,Reliance Entertainment",https://www.imdb.com/title/tt6294822/
Transformers: The Last Knight,Rethink your heroes,1,Michael Bay,3,"Art Marcum(screenplay by),Matt Holloway(screenplay by),Ken Nolan(screenplay by)","Mark Wahlberg,Anthony Hopkins,Josh Duhamel",2017,0,"Action,Adventure,Sci-Fi",19,5,5.2,145978,27.0,154,"United States,China,Canada","Paramount Pictures,Hasbro,Di Bonaventura Pictures",https://www.imdb.com/title/tt3371366/
Logan Lucky,See how the other half steals.,1,Steven Soderbergh,1,Jules Asner,"Channing Tatum,Adam Driver,Daniel Craig",2017,0,"Action,Comedy,Crime,Drama",11,2,7.0,144529,78.0,118,"United States,China","Fingerprint Releasing,Trans-Radial Pictures,FilmNation Entertainment",https://www.imdb.com/title/tt5439796/
The Killing of a Sacred Deer,,1,Yorgos Lanthimos,2,"Yorgos Lanthimos,Efthymis Filippou","Barry G. Bernson,Herb Caillouet,Bill Camp",2017,0,"Drama,Horror,Mystery,Thriller",54,6,7.0,142860,73.0,121,"Ireland,United Kingdom","Element Pictures,A24,Film4",https://www.imdb.com/title/tt5715874/
The LEGO Batman Movie,Always be yourself. Unless you can be Batman.,1,Chris McKay,3,"Seth Grahame-Smith(screenplay by),Chris McKenna(screenplay by),Erik Sommers(screenplay by)","Will Arnett(voice),Michael Cera(voice),Rosario Dawson(voice)",2017,0,"Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",68,13,7.3,141483,75.0,104,"United States,Denmark,Australia","Animal Logic,DC Entertainment,LEGO System A/S",https://www.imdb.com/title/tt4116284/
The Dark Tower,There are other worlds than these,1,Nikolaj Arcel,3,"Akiva Goldsman(screenplay by),Jeff Pinkner(screenplay by),Anders Thomas Jensen(screenplay by)","Idris Elba,Matthew McConaughey,Tom Taylor",2017,0,"Action,Adventure,Fantasy,Sci-Fi,Western",4,0,5.6,135766,34.0,95,United States,"Columbia Pictures,Sony Pictures Entertainment (SPE),Media Rights Capital (MRC)",https://www.imdb.com/title/tt1648190/
Happy Death Day,Get Up. Live Your Day. Get Killed. Again.,1,Christopher Landon,1,Scott Lobdell,"Jessica Rothe,Israel Broussard,Ruby Modine",2017,0,"Comedy,Horror,Mystery,Thriller",3,0,6.6,132837,58.0,96,United States,"Universal Pictures,Blumhouse Productions,Digital Riot Media",https://www.imdb.com/title/tt5308322/
The Big Sick,An Awkward True Story,1,Michael Showalter,2,"Emily V. Gordon,Kumail Nanjiani","Kumail Nanjiani,Zoe Kazan,Holly Hunter",2017,0,"Comedy,Drama,Romance",100,18,7.5,130952,86.0,120,United States,"Apatow Productions,FilmNation Entertainment,Story Ink",https://www.imdb.com/title/tt5462602/
Annabelle: Creation,The next chapter in The Conjuring universe.,1,David F. Sandberg,1,Gary Dauberman(based on characters created by),"Anthony LaPaglia,Samara Lee,Miranda Otto",2017,0,"Horror,Mystery,Thriller",8,1,6.5,127266,62.0,109,United States,"New Line Cinema,RatPac-Dune Entertainment,Atomic Monster",https://www.imdb.com/title/tt5140878/
Despicable Me 3,Oh brother.,3,"Kyle Balda,Pierre Coffin,Eric Guillon(co-directed by)",2,"Cinco Paul,Ken Daurio","Steve Carell(voice),Kristen Wiig(voice),Trey Parker(voice)",2017,0,"Animation,Adventure,Comedy,Crime,Family,Sci-Fi",33,0,6.3,126518,49.0,89,United States,"Illumination Entertainment,Universal Pictures",https://www.imdb.com/title/tt3469046/
Phantom Thread,,1,Paul Thomas Anderson,1,Paul Thomas Anderson,"Vicky Krieps,Daniel Day-Lewis,Lesley Manville",2017,1,"Drama,Romance",124,57,7.5,125371,90.0,130,"United States,United Kingdom","Focus Features,Annapurna Pictures,Perfect World Pictures",https://www.imdb.com/title/tt5776858/
T2 Trainspotting,Face your past. Choose your future.,1,Danny Boyle,2,"John Hodge,Irvine Welsh(based on the books Porno and Trainspotting by)","Ewan McGregor,Ewen Bremner,Jonny Lee Miller",2017,0,Drama,8,6,7.2,121008,67.0,117,United Kingdom,"Artbees,DNA Films,Decibel Films",https://www.imdb.com/title/tt2763304/
The Boss Baby,Born leader,1,Tom McGrath,2,"Michael McCullers,Marla Frazee(based on the book by)","Alec Baldwin(voice),Steve Buscemi(voice),Jimmy Kimmel(voice)",2017,0,"Animation,Adventure,Comedy,Family,Fantasy",21,4,6.3,120856,50.0,97,United States,DreamWorks Animation,https://www.imdb.com/title/tt3874544/
What Happened to Monday,Seven Sisters. One Identity.,1,Tommy Wirkola,2,"Max Botkin,Kerry Williamson","Noomi Rapace,Glenn Close,Willem Dafoe",2017,0,"Action,Crime,Fantasy,Mystery,Sci-Fi,Thriller",1,0,6.9,118022,47.0,123,"United Kingdom,France,United States,Belgium","Vendome Pictures,Nexus Factory,Raffaella Productions",https://www.imdb.com/title/tt1536537/
Okja,A Netflix Original Film,1,Bong Joon Ho,2,"Bong Joon Ho(screenplay by),Jon Ronson(screenplay by)","Tilda Swinton,Paul Dano,Seo-hyun Ahn",2017,0,"Action,Adventure,Drama,Sci-Fi",21,7,7.3,115931,75.0,120,"South Korea,United States","Kate Street Picture Company,Lewis Pictures,Plan B Entertainment",https://www.imdb.com/title/tt3967856/
You Were Never Really Here,Bring the hammer.,1,Lynne Ramsay,2,"Lynne Ramsay(screenplay by),Jonathan Ames(based on the book by)","Joaquin Phoenix,Judith Roberts,Ekaterina Samsonov",2017,0,"Crime,Drama",76,24,6.8,114946,84.0,89,"United Kingdom,France,United States","Why Not Productions,Film4,British Film Institute (BFI) Production Board",https://www.imdb.com/title/tt5742374/
Gifted,How do you create an ordinary life for an extraordinary girl,1,Marc Webb,1,Tom Flynn,"Chris Evans,Mckenna Grace,Lindsay Duncan",2017,0,Drama,7,6,7.6,111149,60.0,101,United States,"Dayday Films,FilmNation Entertainment,Fox Searchlight Pictures",https://www.imdb.com/title/tt4481414/
Good Time,Are you ready for a Good Time?,2,"Benny Safdie,Josh Safdie",2,"Ronald Bronstein,Josh Safdie","Robert Pattinson,Benny Safdie,Jennifer Jason Leigh",2017,0,"Crime,Drama,Thriller",49,8,7.4,110503,80.0,102,United States,"Elara Pictures,Rhea Films (II)",https://www.imdb.com/title/tt4846232/
The Foreigner,Never push a good man too far,1,Martin Campbell,2,"David Marconi(screenplay by),Stephen Leather(based on the novel ""The Chinaman"" by)","Katie Leung,Jackie Chan,Rufus Jones",2017,0,"Action,Thriller",1,0,7.0,110501,55.0,113,"United Kingdom,China,United States,India","STX Entertainment,Sparkle Roll Media,Wanda Media Co.",https://www.imdb.com/title/tt1615160/
The Florida Project,Find Your Kingdom.,1,Sean Baker,2,"Sean Baker,Chris Bergoch","Brooklynn Prince,Bria Vinaite,Willem Dafoe",2017,0,Drama,133,66,7.6,107899,92.0,111,United States,"Cre Film,Freestyle Picture Company,June Pictures",https://www.imdb.com/title/tt5649144/
Downsizing,We are meant for something bigger.,1,Alexander Payne,2,"Alexander Payne,Jim Taylor","Matt Damon,Christoph Waltz,Hong Chau",2017,0,"Drama,Fantasy,Sci-Fi",16,1,5.7,106423,63.0,135,"United States,Norway","Paramount Pictures,Ad Hominem Enterprises,Gran Via Productions",https://www.imdb.com/title/tt1389072/
Power Rangers,Back to action!,1,Dean Israelite,3,"John Gatins(screenplay by),Matt Sazama(story by),Burk Sharpless(story by)","Dacre Montgomery,Naomi Scott,RJ Cyler",2017,0,"Action,Adventure,Fantasy,Sci-Fi",6,0,5.9,106103,44.0,124,"United States,Hong Kong,Japan,Canada,New Zealand","Lionsgate,TIK Films,Temple Hill Entertainment",https://www.imdb.com/title/tt3717490/
Geostorm,Brave The Storm.,1,Dean Devlin,2,"Dean Devlin,Paul Guyot","Gerard Butler,Jim Sturgess,Abbie Cornish",2017,0,"Action,Sci-Fi,Thriller",1,1,5.3,103832,21.0,109,United States,"Warner Bros.,Skydance Media,RatPac-Dune Entertainment",https://www.imdb.com/title/tt1981128/
Gerald's Game,"Some games you play, some you survive.",1,Mike Flanagan,3,"Mike Flanagan(screenplay by),Jeff Howard(screenplay by),Stephen King(based on the novel by)","Carla Gugino,Bruce Greenwood,Chiara Aurelia",2017,0,"Drama,Horror,Thriller",5,4,6.5,102744,77.0,103,United States,Intrepid Pictures,https://www.imdb.com/title/tt3748172/
Fifty Shades Darker,Slip into something a shade darker,1,James Foley,2,"Niall Leonard(screenplay by),E.L. James(based on the novel by)","Dakota Johnson,Jamie Dornan,Eric Johnson",2017,0,"Drama,Romance",12,5,4.6,98671,33.0,118,"United States,China,Japan","Universal Pictures,Perfect World Pictures,Michael De Luca Productions",https://www.imdb.com/title/tt4465564/
The Death of Stalin,Everybody wants a piece,1,Armando Iannucci,3,"Fabien Nury(based on the comic books by),Thierry Robin(based on the comic books by),Armando Iannucci","Steve Buscemi,Simon Russell Beale,Jeffrey Tambor",2017,0,"Comedy,Drama,History",40,18,7.3,97974,88.0,107,"United Kingdom,France,Belgium,Canada,United States","Quad,Main Journey,Gaumont",https://www.imdb.com/title/tt4686844/
The Ritual,,1,David Bruckner,2,"Joe Barton,Adam Nevill(novel)","Rafe Spall,Arsher Ali,Robert James-Collier",2017,0,"Horror,Mystery,Thriller",5,4,6.3,91400,57.0,94,"United Kingdom,Canada","Entertainment One,Imaginarium Productions",https://www.imdb.com/title/tt5638642/
It Comes at Night,,1,Trey Edward Shults,1,Trey Edward Shults,"Joel Edgerton,Christopher Abbott,Carmen Ejogo",2017,0,"Drama,Horror,Mystery,Sci-Fi,Thriller",11,1,6.2,90635,78.0,91,United States,"Animal Kingdom,A24",https://www.imdb.com/title/tt4695012/
The Circle,Secrets are lies. Sharing is caring. Privacy is theft.,1,James Ponsoldt,2,"James Ponsoldt(screenplay by),Dave Eggers(screenplay by)","Emma Watson,Tom Hanks,John Boyega",2017,0,"Drama,Sci-Fi,Thriller",1,3,5.4,90339,43.0,110,"United Arab Emirates,United States,France","1978 Films,EuropaCorp,Imagenation Abu Dhabi FZ",https://www.imdb.com/title/tt4287320/
